t,x,y,z,a,
5.92E+14,3.7325604,-0.5363012,-1.091756,3,acc
5.92E+14,0.062249243,0.019153614,-0.002394202,3,acc
5.92E+14,0.12210429,-0.011971008,0.009576807,3,acc
5.92E+14,0.04309563,0.002394202,-0.01436521,3,acc
5.92E+14,0.10534488,-0.05267244,-0.004788403,3,acc
5.92E+14,0.093373865,-0.01436521,0.059855044,3,acc
5.92E+14,-0.004788403,-0.004788403,0.045489833,3,acc
5.92E+14,0.01436521,0.038307227,0.05267244,3,acc
5.92E+14,0.11971009,0.06464344,-0.004788403,3,acc
5.92E+14,0.1412579,0.002394202,-0.01436521,3,acc
5.92E+14,0.1436521,-0.009576807,0.002394202,3,acc
5.92E+14,0.09816227,-0.055066638,-0.02873042,3,acc
5.92E+14,0.1340753,-0.12689269,-0.035913024,3,acc
5.92E+14,0.08140286,-0.11492168,-0.11492168,3,acc
5.92E+14,0.045489833,-0.11731588,-0.11252748,3,acc
5.92E+14,0.074220255,-0.1604115,-0.088585466,3,acc
5.92E+14,0.059855044,-0.12210429,-0.033518825,3,acc
5.92E+14,0.09816227,-0.090979666,0.035913024,3,acc
5.92E+14,0.090979666,-0.002394202,0.035913024,3,acc
5.92E+14,0.023942016,0,0,3,acc
5.92E+14,0.007182605,0,0.050278235,3,acc
5.92E+14,-0.023942016,0.088585466,0.05746084,3,acc
5.92E+14,-0.01436521,0.095768064,0.016759412,3,acc
5.92E+14,0.04309563,0.06703765,0.05746084,3,acc
5.92E+14,-0.035913024,0.110133275,0.033518825,3,acc
5.92E+14,-0.045489833,0.076614454,0.07182605,3,acc
5.92E+14,-0.002394202,0.023942016,0.023942016,3,acc
5.92E+14,-0.007182605,0.055066638,0.031124622,3,acc
5.92E+14,0.004788403,0.076614454,-0.011971008,3,acc
5.92E+14,0.023942016,0.011971008,-0.093373865,3,acc
5.92E+14,0.06464344,-0.04309563,-0.10295067,3,acc
5.92E+14,0.05267244,-0.074220255,-0.08379706,3,acc
5.92E+14,0.06464344,0,-0.074220255,3,acc
5.92E+14,0.021547815,-0.050278235,-0.10534488,3,acc
5.92E+14,0.01436521,0.021547815,-0.038307227,3,acc
5.92E+14,0.004788403,-0.074220255,0.002394202,3,acc
5.92E+14,0.08140286,0.074220255,-0.023942016,3,acc
5.92E+14,0.08619126,-0.076614454,-0.02633622,3,acc
5.92E+14,0.04070143,-0.033518825,-0.023942016,3,acc
5.92E+14,0.02873042,0.038307227,0.016759412,3,acc
5.92E+14,0.031124622,-0.08140286,0.023942016,3,acc
5.92E+14,0.107739076,-0.08379706,0.019153614,3,acc
5.92E+14,0.074220255,-0.011971008,-0.059855044,3,acc
5.92E+14,0.15562311,-0.107739076,-0.007182605,3,acc
5.92E+14,0.22984336,0.021547815,0.007182605,3,acc
5.92E+14,0.17956513,-0.06464344,0.007182605,3,acc
5.92E+14,0.09816227,0.088585466,-0.033518825,3,acc
5.92E+14,0.07182605,0.08619126,-0.06703765,3,acc
5.92E+14,-0.05746084,0.11252748,-0.107739076,3,acc
5.92E+14,-0.15562311,-0.110133275,0.02633622,3,acc
5.92E+14,0.047884032,-0.04070143,0.16759412,3,acc
5.92E+14,0.09816227,0.12210429,0.079008654,3,acc
5.92E+14,0.260968,0.110133275,0.07182605,3,acc
5.92E+14,0.25378537,0.021547815,0.110133275,3,acc
5.92E+14,0.29448682,-0.08140286,0.19871874,3,acc
5.92E+14,0.15562311,-0.074220255,0.2633622,3,acc
5.92E+14,0.016759412,-0.1316811,0.25378537,3,acc
5.92E+14,-0.035913024,-0.07182605,0.29688102,3,acc
5.92E+14,-0.10295067,-0.01436521,0.32321724,3,acc
5.92E+14,-0.1388637,0.12210429,0.3184288,3,acc
5.92E+14,-0.088585466,0.35194764,0.272939,3,acc
5.92E+14,-0.045489833,0.45010993,0.21547815,3,acc
5.92E+14,-0.023942016,0.3854665,0.3854665,3,acc
5.92E+14,0.031124622,0.31364042,0.36152446,3,acc
5.92E+14,0.08140286,0.06703765,0.272939,3,acc
5.92E+14,0.2777274,0.031124622,0.21547815,3,acc
5.92E+14,0.35434186,0.093373865,0.08379706,3,acc
5.92E+14,0.40940848,0.10534488,-0.016759412,3,acc
5.92E+14,0.47884035,-0.021547815,0.004788403,3,acc
5.92E+14,0.4381389,-0.047884032,-0.002394202,3,acc
5.92E+14,0.5554548,0.023942016,-0.033518825,3,acc
5.92E+14,0.50278234,0.074220255,-0.031124622,3,acc
5.92E+14,0.5243302,0.16998832,-0.062249243,3,acc
5.92E+14,0.4285621,0.10295067,-0.004788403,3,acc
5.92E+14,0.48602295,-0.021547815,-0.035913024,3,acc
