t,x,y,z,a,
1.65E+14,-0.055066638,-0.28491,0.51714754,3,acc
1.65E+14,-0.20829555,-0.50757074,0.38307226,3,acc
1.65E+14,-0.088585466,-1.9440918,0.7230489,3,acc
1.65E+14,0.30645782,-2.1619642,1.4628572,3,acc
1.65E+14,0.3854665,-0.6703765,1.0055647,3,acc
1.65E+14,-0.2633622,0.8331822,0.021547815,3,acc
1.65E+14,-0.320823,1.2785037,-0.46208093,3,acc
1.65E+14,0.32321724,0.8619126,-0.23942018,3,acc
1.65E+14,0.5386954,0.78290397,-0.08619126,3,acc
1.65E+14,0.090979666,0.8619126,-0.56982,3,acc
1.65E+14,-0.21547815,0.6440403,-0.7493851,3,acc
1.65E+14,0.23223756,0.110133275,-0.6392518,3,acc
1.65E+14,0.5770026,0.09816227,-0.2896984,3,acc
1.65E+14,0.4165911,0.1388637,0.18674773,3,acc
1.65E+14,0.5770026,0.29448682,0.16759412,3,acc
1.65E+14,0.37828386,-0.02873042,0.15562311,3,acc
1.65E+14,0.33518824,-1.0462662,0.1604115,3,acc
1.65E+14,0.35913026,-1.70946,1.3958195,3,acc
1.65E+14,-0.08379706,0.79487497,1.2114661,3,acc
1.65E+14,-1.3335704,1.8171991,0.94810385,3,acc
1.65E+14,-2.327164,1.6280571,1.1444284,3,acc
1.65E+14,-1.3623008,0.9504981,1.0247183,3,acc
1.65E+14,0.40701428,0.91697925,0.1436521,3,acc
1.65E+14,1.1587936,0.8283938,-0.62009823,3,acc
1.65E+14,0.8619126,-0.12449849,-0.91458505,3,acc
1.65E+14,0.48362875,-0.8762778,-0.79248077,3,acc
1.65E+14,0.79966336,-0.25617957,-0.60094464,3,acc
1.65E+14,0.7733272,1.460463,-0.59855044,3,acc
1.65E+14,-0.059855044,3.3518825,-0.6560113,3,acc
1.65E+14,-0.6512229,3.1651347,-0.39025488,3,acc
1.65E+14,-0.093373865,2.0231004,0.39504328,3,acc
1.65E+14,0.49559975,1.4101849,0.866701,3,acc
1.65E+14,0.3854665,1.1061212,0.32800564,3,acc
1.65E+14,0.45489833,-0.011971008,-0.50038815,3,acc
1.65E+14,1.0151415,-0.80684596,-0.6536171,3,acc
1.65E+14,0.9504981,0.02633622,-0.46926352,3,acc
1.65E+14,-0.21068975,0.45729253,-0.11492168,3,acc
1.65E+14,-0.842759,0.033518825,0.18914193,3,acc
1.65E+14,0.08379706,-0.21547815,0.58418524,3,acc
1.65E+14,1.1444284,0.15562311,0.7422025,3,acc
1.65E+14,1.0989386,1.3455414,0.47165772,3,acc
1.65E+14,0.7110779,2.0470424,0.3878607,3,acc
1.65E+14,0.50517654,1.1899183,0.6368576,3,acc
1.65E+14,0.5650316,-0.22744916,0.9864111,3,acc
1.65E+14,0.14844051,-0.80205756,0.79966336,3,acc
1.65E+14,-0.2681506,-0.8714894,0.31124622,3,acc
1.65E+14,-0.59855044,-1.0606314,0.11971009,3,acc
1.65E+14,-0.51714754,-1.0175357,-0.18435353,3,acc
1.65E+14,-0.1364695,-0.91219085,-0.09816227,3,acc
1.65E+14,-0.20829555,-0.81881696,0.12689269,3,acc
1.65E+14,-0.6464345,-0.30166942,0.36152446,3,acc
1.65E+14,-0.51235914,-0.016759412,0.11492168,3,acc
1.65E+14,0.5410896,0.10295067,-0.035913024,3,acc
1.65E+14,0.49320555,0.31603462,0.08140286,3,acc
1.65E+14,-0.2657564,-0.021547815,0.29688102,3,acc
1.65E+14,-0.11252748,0.21068975,0.15083471,3,acc
1.65E+14,-0.079008654,-0.15083471,-0.39983168,3,acc
1.65E+14,0.047884032,-0.81881696,-0.35913026,3,acc
1.65E+14,-0.272939,-0.89543146,-0.32321724,3,acc
1.65E+14,-0.59615624,-0.6727707,-0.32561144,3,acc
1.65E+14,-0.16998832,-0.33039984,-0.29209262,3,acc
1.65E+14,0.82360536,0.047884032,-0.272939,3,acc
1.65E+14,-0.35434186,0.4429273,-0.36152446,3,acc
1.65E+14,-0.7422025,-0.33039984,0.090979666,3,acc
