a,x,y,z,a,
9.39E+13,0.019153614,0.031124622,0.076614454,3,acc
9.39E+13,0.004788403,0.004788403,0.07182605,3,acc
9.39E+13,-0.004788403,-0.05267244,0.079008654,3,acc
9.39E+13,-0.002394202,-0.05746084,0.038307227,3,acc
9.39E+13,0.079008654,-0.107739076,0.038307227,3,acc
9.39E+13,0.05746084,-0.093373865,0.04070143,3,acc
9.39E+13,0,-0.04070143,0.076614454,3,acc
9.39E+13,-0.016759412,-0.02633622,0.045489833,3,acc
9.39E+13,-0.06703765,-0.02873042,0.093373865,3,acc
9.39E+13,-0.007182605,-0.009576807,0.023942016,3,acc
9.39E+13,0.002394202,0.009576807,0.045489833,3,acc
9.39E+13,-0.05267244,-0.09816227,0.10534488,3,acc
9.39E+13,-0.021547815,0.062249243,0.076614454,3,acc
9.39E+13,0.059855044,0.088585466,0.05746084,3,acc
9.39E+13,0.04070143,0.038307227,0.047884032,3,acc
9.39E+13,0,0.02633622,0.08140286,3,acc
9.39E+13,-0.004788403,-0.002394202,0.05746084,3,acc
9.39E+13,-0.004788403,0.023942016,0.08619126,3,acc
9.39E+13,0.047884032,-0.007182605,0,3,acc
9.39E+13,0.02633622,-0.02633622,0.059855044,3,acc
9.39E+13,0.11252748,-0.076614454,0.1412579,3,acc
9.39E+13,0.023942016,-0.045489833,0.038307227,3,acc
9.39E+13,0.004788403,-0.007182605,0.076614454,3,acc
9.39E+13,0.045489833,0.031124622,0.045489833,3,acc
9.39E+13,0.055066638,0.002394202,0.02873042,3,acc
9.39E+13,0.047884032,-0.088585466,-0.009576807,3,acc
9.39E+13,0.02873042,-0.019153614,0.002394202,3,acc
9.39E+13,0.023942016,0.050278235,0,3,acc
9.39E+13,-0.02873042,-0.004788403,0.06703765,3,acc
9.39E+13,-0.06703765,0.009576807,0.074220255,3,acc
9.39E+13,0.023942016,-0.007182605,0.021547815,3,acc
9.39E+13,0.007182605,-0.038307227,0.09816227,3,acc
9.39E+13,0.05267244,-0.062249243,0.09816227,3,acc
9.39E+13,0,-0.019153614,0.031124622,3,acc
9.39E+13,-0.011971008,0.038307227,0.059855044,3,acc
9.39E+13,-0.047884032,-0.05267244,0.055066638,3,acc
9.39E+13,-0.045489833,-0.019153614,0.04070143,3,acc
9.39E+13,0.05746084,-0.009576807,0.059855044,3,acc
9.39E+13,0.074220255,-0.06703765,0.076614454,3,acc
9.39E+13,-0.055066638,-0.035913024,0.047884032,3,acc
9.39E+13,-0.016759412,-0.055066638,0.07182605,3,acc
9.39E+13,0.007182605,-0.1436521,0.02873042,3,acc
9.39E+13,0.007182605,-0.038307227,0.007182605,3,acc
9.39E+13,-0.019153614,0.074220255,0.07182605,3,acc
9.39E+13,0.047884032,0.055066638,0.031124622,3,acc
9.39E+13,0.035913024,0.02873042,0.095768064,3,acc
9.39E+13,-0.045489833,-0.05746084,0.08379706,3,acc
9.39E+13,-0.011971008,-0.033518825,0.059855044,3,acc
9.39E+13,-0.04309563,-0.059855044,0.076614454,3,acc
9.39E+13,-0.019153614,0.016759412,0.059855044,3,acc
9.39E+13,-0.055066638,-0.079008654,0.004788403,3,acc
9.39E+13,0.055066638,0.02873042,0.033518825,3,acc
9.39E+13,0.047884032,0.04070143,0.12928689,3,acc
9.39E+13,0.007182605,0.05267244,0.07182605,3,acc
9.39E+13,-0.023942016,0,0.02633622,3,acc
9.39E+13,0.050278235,-0.047884032,0.016759412,3,acc
9.39E+13,0.050278235,-0.038307227,0.019153614,3,acc
9.39E+13,0.007182605,0.045489833,0.035913024,3,acc
9.39E+13,-0.021547815,0.02873042,0.08379706,3,acc
9.39E+13,0.002394202,-0.023942016,0.08619126,3,acc
9.39E+13,0.023942016,0.01436521,0.009576807,3,acc
9.39E+13,0,-0.033518825,0.088585466,3,acc
9.39E+13,-0.021547815,-0.12449849,0.023942016,3,acc
9.39E+13,-0.01436521,-0.047884032,0.05746084,3,acc
9.39E+13,-0.04070143,-0.021547815,0.035913024,3,acc
9.39E+13,0.031124622,0.004788403,-0.016759412,3,acc
9.39E+13,0.007182605,0.011971008,0.06703765,3,acc
9.39E+13,-0.007182605,-0.011971008,0.074220255,3,acc
9.39E+13,-0.011971008,-0.007182605,0.033518825,3,acc
9.39E+13,0.023942016,-0.033518825,-0.016759412,3,acc
9.39E+13,-0.021547815,-0.05746084,0.08140286,3,acc
9.39E+13,-0.019153614,0.007182605,0.009576807,3,acc
9.39E+13,-0.016759412,-0.004788403,0.059855044,3,acc
9.39E+13,-0.009576807,0.021547815,0.023942016,3,acc
9.39E+13,0.033518825,-0.050278235,-0.004788403,3,acc
9.39E+13,0.04309563,-0.05746084,0.10534488,3,acc
9.39E+13,0.062249243,-0.031124622,0.009576807,3,acc
9.39E+13,0.02873042,-0.033518825,0.06943185,3,acc
9.39E+13,-0.031124622,-0.031124622,0.009576807,3,acc
9.39E+13,-0.023942016,-0.009576807,0.06464344,3,acc
9.39E+13,-0.004788403,0.009576807,0.01436521,3,acc
9.39E+13,0.01436521,0.031124622,0.01436521,3,acc
9.39E+13,0.011971008,0.023942016,0.035913024,3,acc
9.39E+13,0.06943185,-0.04309563,0.05746084,3,acc
9.39E+13,0,0.023942016,0.04309563,3,acc
9.39E+13,0.002394202,-0.002394202,0.062249243,3,acc
9.39E+13,-0.045489833,-0.02633622,0.04070143,3,acc
9.39E+13,0,-0.045489833,0.06943185,3,acc
9.39E+13,0.004788403,0.047884032,0.047884032,3,acc
9.39E+13,-0.002394202,-0.007182605,0.07182605,3,acc
9.39E+13,0.045489833,0.021547815,0.12210429,3,acc
9.39E+13,-0.05267244,0.021547815,0.023942016,3,acc
9.39E+13,-0.04070143,0.002394202,0.031124622,3,acc
9.39E+13,0.045489833,-0.06943185,0.035913024,3,acc
9.39E+13,0.06703765,-0.047884032,0.090979666,3,acc
9.39E+13,0.033518825,0.045489833,0.090979666,3,acc
9.39E+13,0.01436521,0.04309563,0.08619126,3,acc
9.39E+13,0,0.074220255,0.076614454,3,acc
9.39E+13,-0.002394202,0.004788403,0.09816227,3,acc
9.39E+13,0.033518825,-0.10534488,0.050278235,3,acc
9.39E+13,0.059855044,-0.04309563,0.031124622,3,acc
9.39E+13,-0.002394202,-0.038307227,0.031124622,3,acc
9.39E+13,-0.002394202,-0.045489833,0.007182605,3,acc
9.39E+13,-0.04309563,0,0.079008654,3,acc
9.39E+13,0.05267244,-0.045489833,0.04070143,3,acc
9.39E+13,0.050278235,0.009576807,0.02633622,3,acc
9.39E+13,0,-0.004788403,0.062249243,3,acc
9.39E+13,0.007182605,0,0.10534488,3,acc
9.39E+13,0.045489833,-0.08619126,0.021547815,3,acc
9.39E+13,0,0.004788403,0.04309563,3,acc
9.39E+13,0,-0.05267244,0.02873042,3,acc
9.39E+13,0.038307227,0.01436521,0.04070143,3,acc
9.39E+13,0.004788403,-0.011971008,0.06464344,3,acc
9.39E+13,-0.02633622,0.04309563,0.079008654,3,acc
9.39E+13,0.04309563,-0.031124622,0.07182605,3,acc
9.39E+13,0.035913024,-0.04070143,0.09816227,3,acc
9.39E+13,0.047884032,-0.04070143,0.047884032,3,acc
9.39E+13,-0.021547815,-0.033518825,0.05267244,3,acc
9.39E+13,0.021547815,-0.023942016,0.047884032,3,acc
9.39E+13,0.02633622,0.016759412,0.06703765,3,acc
9.39E+13,-0.02873042,0.050278235,0.059855044,3,acc
9.39E+13,-0.004788403,-0.009576807,0.047884032,3,acc
9.39E+13,0.007182605,-0.01436521,0.045489833,3,acc
9.39E+13,-0.04070143,-0.02633622,0.093373865,3,acc
9.39E+13,0,0.074220255,0.055066638,3,acc
9.39E+13,0.035913024,-0.009576807,0.035913024,3,acc
9.39E+13,0.004788403,0.019153614,0.05746084,3,acc
9.39E+13,-0.023942016,0.007182605,0.02873042,3,acc
9.39E+13,0.007182605,-0.04309563,0.05267244,3,acc
9.39E+13,-0.033518825,-0.016759412,0.050278235,3,acc
9.39E+13,-0.02873042,-0.011971008,0.02873042,3,acc
9.39E+13,0.059855044,-0.021547815,0.050278235,3,acc
9.39E+13,-0.004788403,-0.07182605,0.009576807,3,acc
9.39E+13,-0.031124622,-0.11252748,0.038307227,3,acc
9.39E+13,0.079008654,-0.031124622,0.095768064,3,acc
9.39E+13,0.002394202,-0.02873042,0.019153614,3,acc
9.39E+13,-0.06943185,0.021547815,-0.007182605,3,acc
9.39E+13,0.011971008,-0.05267244,0.14604631,3,acc
9.39E+13,0.004788403,0.04309563,0.093373865,3,acc
9.39E+13,-0.045489833,0.088585466,0.035913024,3,acc
9.39E+13,-0.021547815,-0.088585466,0.023942016,3,acc
9.39E+13,-0.059855044,-0.10055647,0.01436521,3,acc
9.39E+13,-0.059855044,-0.07182605,-0.02633622,3,acc
9.39E+13,0.007182605,0.02873042,0.07182605,3,acc
9.39E+13,0.05746084,0.05746084,0.009576807,3,acc
9.39E+13,0.045489833,-0.02873042,0.10534488,3,acc
9.39E+13,-0.009576807,-0.05746084,0.06464344,3,acc
9.39E+13,-0.035913024,-0.021547815,0.01436521,3,acc
9.39E+13,0.021547815,-0.019153614,0.02633622,3,acc
9.39E+13,0.031124622,-0.011971008,0.076614454,3,acc
9.39E+13,-0.031124622,-0.08140286,0.06464344,3,acc
9.39E+13,0.004788403,-0.004788403,0.06943185,3,acc
9.39E+13,0.11971009,0.05267244,0.10055647,3,acc
9.39E+13,-0.06943185,0.06943185,0.045489833,3,acc
9.39E+13,-0.02633622,0.033518825,0.019153614,3,acc
9.39E+13,0.06464344,-0.05746084,0.007182605,3,acc
9.39E+13,0.021547815,-0.002394202,0.050278235,3,acc
9.39E+13,0.004788403,-0.002394202,0.019153614,3,acc
9.39E+13,0.045489833,-0.038307227,0.074220255,3,acc
9.39E+13,0,-0.04070143,0.095768064,3,acc
9.39E+13,0.059855044,-0.06703765,0.11252748,3,acc
9.39E+13,-0.019153614,-0.035913024,0,3,acc
9.39E+13,0.021547815,-0.06703765,0.02873042,3,acc
9.39E+13,0.02633622,-0.01436521,0.045489833,3,acc
9.39E+13,0.02633622,-0.08619126,0.055066638,3,acc
9.39E+13,0.031124622,-0.01436521,0.05267244,3,acc
9.39E+13,0.007182605,0.04309563,0.047884032,3,acc
9.39E+13,0.06703765,0.035913024,0.088585466,3,acc
9.39E+13,0.088585466,-0.02633622,0.059855044,3,acc
9.39E+13,0.12928689,-0.05267244,0.05746084,3,acc
9.39E+13,0.009576807,-0.08379706,0.06943185,3,acc
9.39E+13,-0.02873042,-0.021547815,0.016759412,3,acc
9.39E+13,-0.035913024,-0.038307227,0.06464344,3,acc
9.39E+13,0.002394202,-0.062249243,0.05746084,3,acc
9.39E+13,-0.019153614,-0.05746084,0.009576807,3,acc
9.39E+13,0.009576807,0.01436521,-0.004788403,3,acc
9.39E+13,-0.004788403,-0.038307227,0.088585466,3,acc
9.39E+13,0.031124622,0.002394202,0.02873042,3,acc
9.39E+13,-0.045489833,-0.047884032,0.079008654,3,acc
9.39E+13,-0.04070143,-0.004788403,0.02873042,3,acc
9.39E+13,-0.01436521,0.033518825,0.023942016,3,acc
9.39E+13,0.002394202,-0.016759412,0.08379706,3,acc
9.39E+13,0.033518825,-0.050278235,0.076614454,3,acc
9.39E+13,0.02633622,-0.04070143,0.10534488,3,acc
9.39E+13,0.011971008,0.02873042,0.033518825,3,acc
9.39E+13,0.059855044,0.004788403,0.08379706,3,acc
9.39E+13,0.059855044,0.007182605,0.02633622,3,acc
9.39E+13,0.016759412,-0.08140286,0.06464344,3,acc
9.39E+13,-0.01436521,0.050278235,0.023942016,3,acc
9.39E+13,-0.002394202,0.004788403,0.023942016,3,acc
9.39E+13,-0.09816227,-0.002394202,0.007182605,3,acc
9.39E+13,0.07182605,0.011971008,0.07182605,3,acc
9.39E+13,0.016759412,-0.004788403,0.12449849,3,acc
9.39E+13,-0.050278235,0.059855044,0.04309563,3,acc
9.39E+13,0.016759412,-0.035913024,-0.002394202,3,acc
9.39E+13,0.004788403,-0.06703765,0.06703765,3,acc
9.39E+13,0.07182605,-0.062249243,0.055066638,3,acc
9.39E+13,-0.021547815,0.059855044,0.055066638,3,acc
9.39E+13,0.004788403,0.04309563,0.08140286,3,acc
9.39E+13,-0.021547815,-0.033518825,0.038307227,3,acc
9.39E+13,-0.004788403,0.016759412,0.035913024,3,acc
9.39E+13,-0.05746084,-0.11731588,0.019153614,3,acc
9.39E+13,0.019153614,-0.11492168,0.055066638,3,acc
9.39E+13,0.10534488,-0.05267244,0.01436521,3,acc
9.39E+13,-0.035913024,0.011971008,0.05746084,3,acc
9.39E+13,0.050278235,0.004788403,0.076614454,3,acc
9.39E+13,0.01436521,0.023942016,0.10534488,3,acc
9.39E+13,-0.02873042,-0.01436521,0.059855044,3,acc
9.39E+13,0.045489833,-0.05746084,0.088585466,3,acc
9.39E+13,-0.002394202,-0.021547815,-0.007182605,3,acc
9.39E+13,0.009576807,-0.031124622,0.06703765,3,acc
9.39E+13,0.088585466,-0.04070143,0.047884032,3,acc
9.39E+13,0.059855044,-0.045489833,0.01436521,3,acc
9.39E+13,-0.009576807,0.045489833,0.033518825,3,acc
9.39E+13,0.007182605,0,0.04070143,3,acc
9.39E+13,-0.021547815,0.016759412,0.004788403,3,acc
9.39E+13,-0.02633622,-0.016759412,0.019153614,3,acc
9.39E+13,-0.019153614,-0.06703765,0.04309563,3,acc
9.39E+13,0.02633622,-0.04309563,0.059855044,3,acc
9.39E+13,0.05267244,0.016759412,0.019153614,3,acc
9.39E+13,0.033518825,0.031124622,0.045489833,3,acc
9.39E+13,-0.021547815,0.031124622,0.074220255,3,acc
9.39E+13,0.011971008,-0.02633622,0.02633622,3,acc
9.39E+13,0.002394202,-0.023942016,0,3,acc
9.39E+13,0.002394202,0.04309563,0.08379706,3,acc
9.39E+13,0.045489833,-0.045489833,0.074220255,3,acc
9.39E+13,0.047884032,-0.088585466,0.047884032,3,acc
9.39E+13,0.04070143,-0.110133275,0.079008654,3,acc
9.39E+13,0.007182605,-0.062249243,0.12210429,3,acc
9.39E+13,-0.04070143,0.002394202,-0.01436521,3,acc
9.39E+13,-0.009576807,-0.02633622,0.02633622,3,acc
9.39E+13,0.007182605,0.02873042,0.10055647,3,acc
9.39E+13,-0.033518825,-0.02873042,0.007182605,3,acc
9.39E+13,0.023942016,-0.045489833,0.07182605,3,acc
9.39E+13,0.002394202,-0.023942016,0.02873042,3,acc
9.39E+13,0.01436521,0.02873042,0.045489833,3,acc
9.39E+13,0.04309563,-0.011971008,-0.007182605,3,acc
9.39E+13,-0.007182605,0.004788403,0.10534488,3,acc
9.39E+13,0,-0.009576807,0.06464344,3,acc
9.39E+13,-0.023942016,-0.04070143,0.050278235,3,acc
9.39E+13,0.033518825,0,0.06464344,3,acc
9.39E+13,0.002394202,0.047884032,0.047884032,3,acc
9.39E+13,0.02873042,-0.023942016,0.059855044,3,acc
9.39E+13,0.050278235,-0.11731588,0.079008654,3,acc
9.39E+13,-0.011971008,0.055066638,0.1340753,3,acc
9.39E+13,-0.090979666,0.019153614,0.02873042,3,acc
9.39E+13,0.079008654,-0.02633622,0.04309563,3,acc
9.39E+13,0.02873042,-0.09816227,0.076614454,3,acc
9.39E+13,-0.002394202,-0.090979666,0.062249243,3,acc
9.39E+13,0.088585466,0.04309563,0.076614454,3,acc
9.39E+13,0.016759412,0.059855044,0.06703765,3,acc
9.39E+13,0.05267244,0.007182605,0.10055647,3,acc
9.39E+13,0.04309563,-0.05267244,0.08140286,3,acc
9.39E+13,0.033518825,-0.090979666,0.07182605,3,acc
9.39E+13,-0.004788403,-0.007182605,-0.021547815,3,acc
9.39E+13,0,-0.10055647,0.045489833,3,acc
9.39E+13,-0.007182605,0,0.045489833,3,acc
9.39E+13,0.090979666,-0.079008654,-0.009576807,3,acc
9.39E+13,0.06703765,-0.031124622,0.01436521,3,acc
9.39E+13,-0.07182605,0.031124622,0.02633622,3,acc
9.39E+13,0.011971008,0.009576807,0.059855044,3,acc
9.39E+13,0.016759412,-0.05267244,0.12689269,3,acc
9.39E+13,0,-0.062249243,0.021547815,3,acc
9.39E+13,0.059855044,-0.06464344,0.06464344,3,acc
9.39E+13,0.045489833,0.05746084,0.059855044,3,acc
9.39E+13,-0.06943185,-0.011971008,0.050278235,3,acc
9.39E+13,-0.059855044,-0.016759412,0.06464344,3,acc
9.39E+13,-0.050278235,-0.035913024,0.079008654,3,acc
9.39E+13,0.004788403,-0.09816227,0.06703765,3,acc
9.39E+13,0.047884032,-0.107739076,0.04070143,3,acc
9.39E+13,0.004788403,-0.04070143,0.02633622,3,acc
9.39E+13,-0.02873042,0.021547815,0.021547815,3,acc
9.39E+13,-0.033518825,0.059855044,0.045489833,3,acc
9.39E+13,-0.016759412,0.016759412,0.05267244,3,acc
9.39E+13,0.045489833,-0.007182605,0.04309563,3,acc
9.39E+13,0.004788403,-0.05267244,0.050278235,3,acc
9.39E+13,0.04309563,-0.009576807,0.062249243,3,acc
9.39E+13,-0.019153614,0.047884032,0.079008654,3,acc
9.39E+13,0.04070143,0.059855044,0.076614454,3,acc
9.39E+13,0,-0.050278235,0.047884032,3,acc
9.39E+13,0.055066638,-0.011971008,0.12689269,3,acc
9.39E+13,-0.035913024,-0.01436521,0.05746084,3,acc
9.39E+13,0.002394202,-0.05267244,0.038307227,3,acc
9.39E+13,-0.002394202,-0.08379706,0.016759412,3,acc
9.39E+13,0.08379706,-0.06943185,0.10055647,3,acc
9.39E+13,-0.004788403,-0.016759412,0.035913024,3,acc
9.39E+13,-0.02873042,0.04309563,0.038307227,3,acc
9.39E+13,0,-0.04070143,0.074220255,3,acc
9.39E+13,0.06943185,-0.031124622,0.07182605,3,acc
9.39E+13,-0.06464344,0.062249243,0.055066638,3,acc
9.39E+13,-0.07182605,-0.019153614,-0.04070143,3,acc
9.39E+13,-0.002394202,-0.11971009,0.016759412,3,acc
9.39E+13,0.02633622,-0.06943185,0.04070143,3,acc
9.39E+13,0.019153614,0.10534488,0.021547815,3,acc
9.39E+13,0.021547815,0.05746084,0.050278235,3,acc
9.39E+13,0.038307227,0.007182605,0.088585466,3,acc
9.39E+13,0.031124622,0.04309563,0.055066638,3,acc
9.39E+13,-0.033518825,0.01436521,0.04070143,3,acc
9.39E+13,0.021547815,-0.045489833,0.050278235,3,acc
9.39E+13,0.01436521,-0.02633622,0.08379706,3,acc
9.39E+13,-0.007182605,-0.02633622,0.074220255,3,acc
9.39E+13,0.016759412,-0.038307227,0.02633622,3,acc
9.39E+13,0.076614454,-0.019153614,0.035913024,3,acc
9.39E+13,0.06464344,-0.033518825,0.06703765,3,acc
9.39E+13,-0.011971008,0.050278235,0.11492168,3,acc
9.39E+13,0.050278235,0.02633622,0.02633622,3,acc
9.39E+13,0.031124622,-0.021547815,0.08379706,3,acc
9.39E+13,0.047884032,-0.050278235,0.088585466,3,acc
9.39E+13,-0.05267244,-0.050278235,0.062249243,3,acc
9.39E+13,0.045489833,-0.016759412,0.08140286,3,acc
9.39E+13,0.023942016,-0.019153614,0.050278235,3,acc
9.39E+13,0.021547815,0,0.02873042,3,acc
9.39E+13,-0.02873042,-0.01436521,0.04309563,3,acc
9.39E+13,0.023942016,-0.07182605,0.035913024,3,acc
9.39E+13,-0.06703765,-0.08619126,0.05267244,3,acc
9.39E+13,-0.045489833,-0.05746084,0.033518825,3,acc
9.39E+13,0.08140286,-0.038307227,-0.004788403,3,acc
9.39E+13,-0.01436521,-0.004788403,0.004788403,3,acc
9.39E+13,0.02873042,0.009576807,0.002394202,3,acc
9.39E+13,0.062249243,0.011971008,0.031124622,3,acc
9.39E+13,0.10295067,-0.023942016,0.02873042,3,acc
9.39E+13,-0.023942016,-0.004788403,0.110133275,3,acc
9.39E+13,0.023942016,-0.06943185,0.002394202,3,acc
9.39E+13,-0.035913024,0.023942016,0.050278235,3,acc
9.39E+13,0,-0.06703765,0.031124622,3,acc
9.39E+13,0.02633622,-0.06464344,0.08619126,3,acc
9.39E+13,0,-0.016759412,0.08140286,3,acc
9.39E+13,0.023942016,-0.062249243,0.055066638,3,acc
9.39E+13,0.059855044,0.021547815,0.031124622,3,acc
9.39E+13,0.023942016,-0.02873042,0.06464344,3,acc
9.39E+13,-0.016759412,0.002394202,0.004788403,3,acc
9.39E+13,0.02873042,-0.06703765,0.01436521,3,acc
9.39E+13,0.02633622,-0.021547815,0.08619126,3,acc
9.39E+13,0.01436521,-0.011971008,0.05267244,3,acc
9.39E+13,-0.038307227,-0.04070143,0.059855044,3,acc
9.39E+13,0.045489833,-0.079008654,0.06703765,3,acc
9.39E+13,0.011971008,-0.047884032,0.08619126,3,acc
9.39E+13,-0.06943185,-0.050278235,0.031124622,3,acc
9.39E+13,-0.04309563,-0.04309563,0.038307227,3,acc
9.39E+13,-0.009576807,-0.08140286,0.050278235,3,acc
9.39E+13,0.019153614,-0.062249243,0.079008654,3,acc
9.39E+13,-0.002394202,0.045489833,0.06943185,3,acc
9.39E+13,0.08140286,0.10055647,0.06703765,3,acc
9.39E+13,0.04309563,0.074220255,0.045489833,3,acc
9.39E+13,0.04309563,-0.076614454,0.062249243,3,acc
9.39E+13,-0.10055647,0.004788403,0.045489833,3,acc
9.39E+13,-0.007182605,-0.031124622,0.002394202,3,acc
9.39E+13,0.05746084,-0.107739076,0.021547815,3,acc
9.39E+13,0.016759412,-0.062249243,0.033518825,3,acc
9.39E+13,-0.004788403,0.016759412,0.050278235,3,acc
9.39E+13,-0.050278235,-0.023942016,0.047884032,3,acc
9.39E+13,0.05746084,-0.009576807,0.08619126,3,acc
9.39E+13,-0.019153614,-0.002394202,0.093373865,3,acc
9.39E+13,0.079008654,-0.088585466,0.033518825,3,acc
9.39E+13,0.050278235,-0.095768064,0.055066638,3,acc
9.39E+13,0.08140286,-0.02633622,0.095768064,3,acc
9.39E+13,0.01436521,0.045489833,0.035913024,3,acc
9.39E+13,0.02873042,0.007182605,0.033518825,3,acc
9.39E+13,-0.047884032,0.047884032,0.04070143,3,acc
9.39E+13,-0.04070143,-0.038307227,0.062249243,3,acc
9.39E+13,0.002394202,-0.08140286,0.047884032,3,acc
9.39E+13,-0.021547815,-0.02633622,0.02633622,3,acc
9.39E+13,-0.04070143,-0.035913024,0.04070143,3,acc
9.39E+13,-0.050278235,-0.016759412,0.088585466,3,acc
9.39E+13,-0.021547815,0.004788403,0.04070143,3,acc
9.39E+13,0.02873042,-0.011971008,0.011971008,3,acc
9.39E+13,-0.004788403,-0.059855044,0.05267244,3,acc
9.39E+13,0.009576807,-0.06464344,0.06943185,3,acc
9.39E+13,0.011971008,-0.011971008,0.11731588,3,acc
9.40E+13,0.038307227,-0.004788403,0.07182605,3,acc
9.40E+13,-0.050278235,0.107739076,0.050278235,3,acc
9.40E+13,-0.019153614,-0.002394202,0.045489833,3,acc
9.40E+13,0.06703765,-0.15322891,0.011971008,3,acc
9.40E+13,0.038307227,0,0.047884032,3,acc
9.40E+13,0.06464344,-0.045489833,0.05746084,3,acc
9.40E+13,0.031124622,-0.02633622,0.031124622,3,acc
9.40E+13,-0.047884032,-0.002394202,0.009576807,3,acc
9.40E+13,0.02873042,-0.004788403,0.08379706,3,acc
9.39E+13,0.94331545,-2.6862943,9.425972,3,acg
9.39E+13,0.94570965,-2.7485435,9.406818,3,acg
9.39E+13,0.8882488,-2.7964275,9.454702,3,acg
9.39E+13,0.91219085,-2.8419175,9.449914,3,acg
9.39E+13,0.9504981,-2.7820623,9.394848,3,acg
9.39E+13,0.90740246,-2.7269957,9.44752,3,acg
9.39E+13,0.91697925,-2.7724855,9.440337,3,acg
9.39E+13,0.90979666,-2.7222073,9.440337,3,acg
9.39E+13,0.92416185,-2.7844565,9.435549,3,acg
9.39E+13,0.91937345,-2.7126305,9.43076,3,acg
9.39E+13,0.90261406,-2.7150247,9.500193,3,acg
9.39E+13,0.92895025,-2.7102363,9.435549,3,acg
9.39E+13,0.8858546,-2.6982653,9.44752,3,acg
9.39E+13,0.91458505,-2.861071,9.414001,3,acg
9.39E+13,0.9816227,-2.7748797,9.41879,3,acg
9.39E+13,0.90021986,-2.7485435,9.433155,3,acg
9.39E+13,0.94570965,-2.7389667,9.435549,3,acg
9.39E+13,0.9576807,-2.7844565,9.406818,3,acg
9.39E+13,0.9528923,-2.72939,9.485827,3,acg
9.39E+13,0.9528923,-2.7605145,9.459491,3,acg
9.39E+13,0.94810385,-2.6862943,9.437943,3,acg
9.39E+13,0.91697925,-2.7509377,9.428367,3,acg
9.39E+13,0.90500826,-2.7485435,9.428367,3,acg
9.39E+13,0.9696517,-2.7246015,9.416395,3,acg
9.39E+13,0.90740246,-2.7964275,9.437943,3,acg
9.39E+13,0.9528923,-2.7509377,9.435549,3,acg
9.39E+13,0.94810385,-2.7461493,9.414001,3,acg
9.39E+13,0.94570965,-2.7820623,9.464279,3,acg
9.39E+13,0.9888053,-2.7700913,9.433155,3,acg
9.39E+13,0.842759,-2.6982653,9.437943,3,acg
9.39E+13,0.92895025,-2.6240451,9.40203,3,acg
9.39E+13,0.92176765,-2.837129,9.421184,3,acg
9.39E+13,1.0079589,-2.846706,9.416395,3,acg
9.39E+13,1.0127473,-2.7102363,9.452309,3,acg
9.39E+13,0.8331822,-2.5617957,9.406818,3,acg
9.39E+13,0.9504981,-2.6743233,9.428367,3,acg
9.39E+13,0.8643068,-2.755726,9.435549,3,acg
9.39E+13,0.94331545,-2.7461493,9.452309,3,acg
9.39E+13,0.91219085,-2.8179753,9.421184,3,acg
9.39E+13,0.92895025,-2.801216,9.466674,3,acg
9.39E+13,0.89543146,-2.7581203,9.399636,3,acg
9.39E+13,0.93134445,-2.7724855,9.414001,3,acg
9.39E+13,0.90740246,-2.6647465,9.387665,3,acg
9.39E+13,0.89064306,-2.7006595,9.459491,3,acg
9.39E+13,0.89303726,-2.6886885,9.457097,3,acg
9.39E+13,0.9840169,-2.7605145,9.3733,3,acg
9.39E+13,0.9528923,-2.6839,9.390059,3,acg
9.39E+13,0.9552865,-2.7030537,9.459491,3,acg
9.39E+13,0.93373865,-2.7341783,9.44752,3,acg
9.39E+13,1.0055647,-2.7006595,9.399636,3,acg
9.39E+13,0.90261406,-2.7150247,9.457097,3,acg
9.39E+13,0.9624691,-2.767697,9.406818,3,acg
9.39E+13,0.90021986,-2.8179753,9.41879,3,acg
9.39E+13,0.9624691,-2.731784,9.399636,3,acg
9.39E+13,0.91219085,-2.7509377,9.394848,3,acg
9.39E+13,0.93852705,-2.7365725,9.382876,3,acg
9.39E+13,0.90500826,-2.645593,9.421184,3,acg
9.39E+13,0.8882488,-2.7700913,9.41879,3,acg
9.39E+13,0.94570965,-2.7365725,9.452309,3,acg
9.39E+13,0.92895025,-2.6264393,9.414001,3,acg
9.39E+13,0.93852705,-2.695871,9.442732,3,acg
9.39E+13,0.94810385,-2.7724855,9.428367,3,acg
9.39E+13,0.9935937,-2.7389667,9.41879,3,acg
9.39E+13,0.9624691,-2.7030537,9.481039,3,acg
9.39E+13,0.91697925,-2.693477,9.40203,3,acg
9.39E+13,0.90261406,-2.695871,9.459491,3,acg
9.39E+13,0.91697925,-2.7485435,9.509769,3,acg
9.39E+13,0.90740246,-2.767697,9.397242,3,acg
9.39E+13,0.94092125,-2.7246015,9.473856,3,acg
9.39E+13,0.9983821,-2.7006595,9.394848,3,acg
9.39E+13,0.9624691,-2.755726,9.399636,3,acg
9.39E+13,0.9744401,-2.801216,9.440337,3,acg
9.39E+13,0.9528923,-2.7246015,9.454702,3,acg
9.39E+13,0.82121116,-2.6503813,9.406818,3,acg
9.39E+13,0.90740246,-2.834735,9.43076,3,acg
9.39E+13,0.9696517,-2.8491,9.428367,3,acg
9.39E+13,0.9504981,-2.822764,9.406818,3,acg
9.39E+13,0.92416185,-2.7269957,9.40203,3,acg
9.39E+13,0.9528923,-2.6144683,9.409213,3,acg
