a,x,y,z,a,
9.39E+13,0.9744401,-2.7509377,9.41879,3,acg
9.39E+13,0.9672575,-2.7485435,9.43076,3,acg
9.39E+13,0.8595184,-2.8203697,9.445126,3,acg
9.39E+13,0.90500826,-2.791639,9.40203,3,acg
9.39E+13,0.93373865,-2.7964275,9.397242,3,acg
9.39E+13,0.81402856,-2.753332,9.406818,3,acg
9.39E+13,0.9528923,-2.6671407,9.442732,3,acg
9.39E+13,0.9600749,-2.6839,9.473856,3,acg
9.39E+13,0.92655605,-2.693477,9.442732,3,acg
9.39E+13,0.94092125,-2.7629087,9.440337,3,acg
9.39E+13,0.9840169,-2.7964275,9.519346,3,acg
9.39E+13,0.92176765,-2.7724855,9.442732,3,acg
9.39E+13,0.9840169,-2.7964275,9.382876,3,acg
9.39E+13,0.89303726,-2.7341783,9.363723,3,acg
9.39E+13,0.92176765,-2.707842,9.423578,3,acg
9.39E+13,0.9696517,-2.7102363,9.392453,3,acg
9.39E+13,0.92416185,-2.7629087,9.433155,3,acg
9.39E+13,0.90021986,-2.72939,9.440337,3,acg
9.39E+13,0.9576807,-2.8083985,9.409213,3,acg
9.39E+13,0.93134445,-2.707842,9.459491,3,acg
9.39E+13,0.93852705,-2.7868507,9.409213,3,acg
9.39E+13,0.9816227,-2.7006595,9.437943,3,acg
9.39E+13,0.8810662,-2.717419,9.464279,3,acg
9.39E+13,0.90740246,-2.6839,9.399636,3,acg
9.39E+13,0.91458505,-2.717419,9.461885,3,acg
9.39E+13,0.89782566,-2.72939,9.394848,3,acg
9.39E+13,0.92655605,-2.8203697,9.378088,3,acg
9.39E+13,0.8762778,-2.8275523,9.375694,3,acg
9.39E+13,0.93373865,-2.7940333,9.454702,3,acg
9.39E+13,0.90740246,-2.7341783,9.452309,3,acg
9.39E+13,0.92176765,-2.7246015,9.449914,3,acg
9.39E+13,0.93613285,-2.755726,9.375694,3,acg
9.39E+13,0.9792285,-2.743755,9.397242,3,acg
9.39E+13,0.93852705,-2.777274,9.461885,3,acg
9.39E+13,0.93373865,-2.7581203,9.452309,3,acg
9.39E+13,0.878672,-2.7102363,9.457097,3,acg
9.39E+13,0.91219085,-2.7461493,9.435549,3,acg
9.39E+13,0.92895025,-2.7940333,9.394848,3,acg
9.39E+13,0.94331545,-2.7988217,9.524135,3,acg
9.39E+13,0.91458505,-2.6240451,9.387665,3,acg
9.39E+13,0.89064306,-2.705448,9.421184,3,acg
9.39E+13,0.91219085,-2.8203697,9.397242,3,acg
9.39E+13,0.9696517,-2.8993783,9.461885,3,acg
9.39E+13,0.93613285,-2.834735,9.428367,3,acg
9.39E+13,0.93134445,-2.707842,9.3733,3,acg
9.39E+13,0.9792285,-2.72939,9.519346,3,acg
9.39E+13,0.9888053,-2.6862943,9.497798,3,acg
9.39E+13,0.89303726,-2.7365725,9.41879,3,acg
9.39E+13,0.8690952,-2.815581,9.368511,3,acg
9.39E+13,0.9552865,-2.7940333,9.454702,3,acg
9.39E+13,0.92416185,-2.755726,9.421184,3,acg
9.39E+13,0.92416185,-2.8179753,9.394848,3,acg
9.39E+13,0.9935937,-2.7820623,9.461885,3,acg
9.39E+13,0.91458505,-2.753332,9.409213,3,acg
9.39E+13,0.89064306,-2.7150247,9.378088,3,acg
9.39E+13,0.878672,-2.7605145,9.435549,3,acg
9.39E+13,0.9696517,-2.7629087,9.399636,3,acg
9.39E+13,0.89543146,-2.693477,9.41879,3,acg
9.39E+13,0.9648633,-2.7365725,9.406818,3,acg
9.39E+13,0.8762778,-2.743755,9.394848,3,acg
9.39E+13,0.90740246,-2.6839,9.411607,3,acg
9.39E+13,0.9624691,-2.743755,9.44752,3,acg
9.39E+13,0.8858546,-2.72939,9.445126,3,acg
9.39E+13,1.0247183,-2.7700913,9.404425,3,acg
9.39E+13,0.92176765,-2.7820623,9.378088,3,acg
9.39E+13,0.94570965,-2.6527755,9.425972,3,acg
9.39E+13,0.94092125,-2.731784,9.406818,3,acg
9.39E+13,0.9911995,-2.6862943,9.423578,3,acg
9.39E+13,0.9840169,-2.765303,9.449914,3,acg
9.39E+13,0.9696517,-2.767697,9.399636,3,acg
9.39E+13,0.93134445,-2.7222073,9.406818,3,acg
9.39E+13,0.9600749,-2.7389667,9.414001,3,acg
9.39E+13,0.94810385,-2.837129,9.406818,3,acg
9.39E+13,0.9672575,-2.767697,9.44752,3,acg
9.39E+13,0.90979666,-2.801216,9.397242,3,acg
9.39E+13,0.93613285,-2.7581203,9.495404,3,acg
9.39E+13,0.9528923,-2.80361,9.466674,3,acg
9.39E+13,0.9935937,-2.6743233,9.40203,3,acg
9.39E+13,0.92416185,-2.741361,9.435549,3,acg
9.39E+13,0.93613285,-2.7365725,9.411607,3,acg
9.39E+13,0.9504981,-2.7461493,9.404425,3,acg
9.39E+13,0.9504981,-2.7389667,9.459491,3,acg
9.39E+13,1.0007763,-2.741361,9.41879,3,acg
9.39E+13,0.9504981,-2.6862943,9.356541,3,acg
9.39E+13,0.94331545,-2.7581203,9.471462,3,acg
9.39E+13,0.9624691,-2.6886885,9.452309,3,acg
9.39E+13,1.0223241,-2.7102363,9.457097,3,acg
9.39E+13,0.8595184,-2.717419,9.361329,3,acg
9.39E+13,0.89303726,-2.7820623,9.423578,3,acg
9.39E+13,1.0295067,-2.8419175,9.416395,3,acg
9.39E+13,0.8858546,-2.6192567,9.382876,3,acg
9.39E+13,0.89064306,-2.7150247,9.40203,3,acg
9.39E+13,0.92655605,-2.8898015,9.464279,3,acg
9.39E+13,0.92895025,-2.9041667,9.435549,3,acg
9.39E+13,0.9624691,-2.6791117,9.414001,3,acg
9.39E+13,1.0103531,-2.669535,9.423578,3,acg
9.39E+13,0.9528923,-2.6767175,9.40203,3,acg
9.39E+13,0.8882488,-2.743755,9.476251,3,acg
9.39E+13,0.85473,-2.7964275,9.428367,3,acg
9.39E+13,0.90261406,-2.779668,9.423578,3,acg
9.39E+13,0.90740246,-2.7150247,9.469068,3,acg
9.39E+13,0.9744401,-2.789245,9.445126,3,acg
9.39E+13,0.878672,-2.743755,9.399636,3,acg
9.39E+13,0.9648633,-2.707842,9.457097,3,acg
9.39E+13,0.93613285,-2.7006595,9.399636,3,acg
9.39E+13,0.94331545,-2.6910827,9.476251,3,acg
9.39E+13,0.92176765,-2.7006595,9.437943,3,acg
9.39E+13,0.91697925,-2.8060043,9.425972,3,acg
9.39E+13,0.92655605,-2.7844565,9.3661175,3,acg
9.39E+13,0.91697925,-2.695871,9.41879,3,acg
9.39E+13,0.89303726,-2.7868507,9.469068,3,acg
9.39E+13,0.89543146,-2.7700913,9.500193,3,acg
9.39E+13,0.94092125,-2.7341783,9.43076,3,acg
9.39E+13,0.8810662,-2.7341783,9.442732,3,acg
9.39E+13,0.9504981,-2.813187,9.449914,3,acg
9.39E+13,0.89064306,-2.693477,9.476251,3,acg
9.39E+13,0.92416185,-2.6671407,9.385271,3,acg
9.39E+13,0.90021986,-2.6791117,9.411607,3,acg
9.39E+13,0.93134445,-2.6671407,9.40203,3,acg
9.39E+13,0.93373865,-2.753332,9.437943,3,acg
9.39E+13,0.91458505,-2.6551697,9.41879,3,acg
9.39E+13,1.0055647,-2.7461493,9.41879,3,acg
9.39E+13,0.8690952,-2.693477,9.387665,3,acg
9.39E+13,0.94092125,-2.7365725,9.409213,3,acg
9.39E+13,0.92655605,-2.7581203,9.416395,3,acg
9.39E+13,0.91937345,-2.755726,9.370906,3,acg
9.39E+13,0.93134445,-2.6312277,9.459491,3,acg
9.39E+13,0.9720459,-2.743755,9.390059,3,acg
9.39E+13,0.91937345,-2.6910827,9.449914,3,acg
9.39E+13,0.866701,-2.7365725,9.478644,3,acg
9.39E+13,0.94570965,-2.695871,9.421184,3,acg
9.39E+13,0.94331545,-2.6839,9.41879,3,acg
9.39E+13,0.8451532,-2.6551697,9.404425,3,acg
9.39E+13,0.94331545,-2.8060043,9.409213,3,acg
9.39E+13,0.9983821,-2.72939,9.459491,3,acg
9.39E+13,0.8690952,-2.693477,9.428367,3,acg
9.39E+13,0.8762778,-2.7006595,9.423578,3,acg
9.39E+13,1.0223241,-2.6982653,9.440337,3,acg
9.39E+13,0.92655605,-2.6647465,9.440337,3,acg
9.39E+13,0.89543146,-2.6862943,9.440337,3,acg
9.39E+13,0.91219085,-2.7748797,9.445126,3,acg
9.39E+13,0.9720459,-2.885013,9.469068,3,acg
9.39E+13,0.8619126,-2.6791117,9.528923,3,acg
9.39E+13,0.91937345,-2.5737667,9.414001,3,acg
9.39E+13,0.92416185,-2.657564,9.399636,3,acg
9.39E+13,0.89782566,-2.7748797,9.397242,3,acg
9.39E+13,0.91697925,-2.7269957,9.349358,3,acg
9.39E+13,0.90500826,-2.743755,9.464279,3,acg
9.39E+13,0.93134445,-2.791639,9.440337,3,acg
9.39E+13,0.8834604,-2.7844565,9.387665,3,acg
9.39E+13,0.89782566,-2.7868507,9.404425,3,acg
9.39E+13,0.90740246,-2.8107927,9.385271,3,acg
9.39E+13,0.94810385,-2.7389667,9.437943,3,acg
9.39E+13,0.89064306,-2.6982653,9.452309,3,acg
9.39E+13,0.93373865,-2.7509377,9.461885,3,acg
9.39E+13,0.9744401,-2.8060043,9.378088,3,acg
9.39E+13,0.92416185,-2.717419,9.375694,3,acg
9.39E+13,0.9552865,-2.6886885,9.421184,3,acg
9.39E+13,0.93373865,-2.72939,9.394848,3,acg
9.39E+13,0.9600749,-2.6551697,9.445126,3,acg
9.39E+13,0.9696517,-2.7389667,9.454702,3,acg
9.39E+13,0.9648633,-2.777274,9.449914,3,acg
9.39E+13,0.91697925,-2.755726,9.483433,3,acg
9.39E+13,0.91458505,-2.7485435,9.44752,3,acg
9.39E+13,0.878672,-2.7222073,9.433155,3,acg
9.39E+13,0.91219085,-2.6839,9.445126,3,acg
9.39E+13,0.94810385,-2.7246015,9.404425,3,acg
9.39E+13,0.93852705,-2.753332,9.409213,3,acg
9.39E+13,0.9600749,-2.767697,9.435549,3,acg
9.39E+13,0.9696517,-2.7581203,9.423578,3,acg
9.39E+13,0.91219085,-2.7748797,9.442732,3,acg
9.39E+13,0.92176765,-2.7365725,9.464279,3,acg
9.39E+13,0.90261406,-2.7365725,9.488221,3,acg
9.39E+13,0.8858546,-2.743755,9.421184,3,acg
9.39E+13,0.9600749,-2.7581203,9.425972,3,acg
9.39E+13,0.9816227,-2.731784,9.414001,3,acg
9.39E+13,0.9552865,-2.7844565,9.358934,3,acg
9.39E+13,0.9768343,-2.705448,9.445126,3,acg
9.39E+13,0.92655605,-2.7940333,9.452309,3,acg
9.39E+13,0.9696517,-2.7868507,9.466674,3,acg
9.39E+13,0.8834604,-2.707842,9.380483,3,acg
9.39E+13,0.91219085,-2.777274,9.406818,3,acg
9.39E+13,1.0366893,-2.7509377,9.533711,3,acg
9.39E+13,0.94810385,-2.731784,9.459491,3,acg
9.39E+13,0.89064306,-2.719813,9.437943,3,acg
9.39E+13,0.8834604,-2.8323407,9.428367,3,acg
9.39E+13,0.93852705,-2.8802247,9.428367,3,acg
9.39E+13,0.93134445,-2.8107927,9.409213,3,acg
9.39E+13,0.94570965,-2.7006595,9.457097,3,acg
9.39E+13,0.9888053,-2.6839,9.397242,3,acg
9.39E+13,1.0055647,-2.705448,9.466674,3,acg
9.39E+13,0.92416185,-2.7629087,9.423578,3,acg
9.39E+13,0.93134445,-2.837129,9.43076,3,acg
9.39E+13,0.8619126,-2.8299465,9.452309,3,acg
9.39E+13,0.92655605,-2.7988217,9.385271,3,acg
9.39E+13,0.8619126,-2.7868507,9.390059,3,acg
9.39E+13,0.94810385,-2.7724855,9.433155,3,acg
9.39E+13,0.9768343,-2.7629087,9.454702,3,acg
9.39E+13,0.8810662,-2.717419,9.414001,3,acg
9.39E+13,1.0031705,-2.7485435,9.437943,3,acg
9.39E+13,0.9528923,-2.7485435,9.44752,3,acg
9.39E+13,0.90261406,-2.7006595,9.358934,3,acg
9.39E+13,0.9600749,-2.8107927,9.437943,3,acg
9.39E+13,0.94331545,-2.7629087,9.476251,3,acg
9.39E+13,0.9744401,-2.7700913,9.375694,3,acg
9.39E+13,0.89064306,-2.6839,9.409213,3,acg
9.39E+13,0.89782566,-2.7485435,9.425972,3,acg
9.39E+13,0.9552865,-2.813187,9.423578,3,acg
9.39E+13,0.9648633,-2.8562827,9.370906,3,acg
9.39E+13,0.90261406,-2.789245,9.421184,3,acg
9.39E+13,0.9696517,-2.753332,9.423578,3,acg
9.39E+13,0.9624691,-2.731784,9.452309,3,acg
9.39E+13,0.91937345,-2.755726,9.411607,3,acg
9.39E+13,0.9888053,-2.779668,9.442732,3,acg
9.39E+13,0.9720459,-2.815581,9.406818,3,acg
9.39E+13,0.94570965,-2.681506,9.390059,3,acg
9.39E+13,0.9720459,-2.8299465,9.382876,3,acg
9.39E+13,0.94810385,-2.7868507,9.390059,3,acg
9.39E+13,0.9528923,-2.7269957,9.3733,3,acg
9.39E+13,0.93613285,-2.777274,9.421184,3,acg
9.39E+13,0.91219085,-2.8179753,9.435549,3,acg
9.39E+13,0.93613285,-2.7365725,9.41879,3,acg
9.39E+13,0.89064306,-2.7509377,9.44752,3,acg
9.39E+13,0.94810385,-2.779668,9.397242,3,acg
9.39E+13,0.92895025,-2.7389667,9.378088,3,acg
9.39E+13,0.90740246,-2.7988217,9.414001,3,acg
9.39E+13,1.0151415,-2.7365725,9.416395,3,acg
9.39E+13,0.89064306,-2.7006595,9.399636,3,acg
9.39E+13,0.82360536,-2.7605145,9.375694,3,acg
9.39E+13,0.91937345,-2.944868,9.416395,3,acg
9.39E+13,0.89064306,-2.8634653,9.44752,3,acg
9.39E+13,1.0151415,-2.7365725,9.411607,3,acg
9.39E+13,0.92655605,-2.6862943,9.382876,3,acg
9.39E+13,0.9744401,-2.767697,9.478644,3,acg
9.39E+13,0.91219085,-2.741361,9.461885,3,acg
9.39E+13,0.8882488,-2.7748797,9.40203,3,acg
9.39E+13,0.9768343,-2.767697,9.435549,3,acg
9.39E+13,0.9792285,-2.7605145,9.385271,3,acg
9.39E+13,0.94810385,-2.753332,9.3733,3,acg
9.39E+13,0.94331545,-2.707842,9.41879,3,acg
9.39E+13,0.9504981,-2.7269957,9.44752,3,acg
9.39E+13,0.89543146,-2.7126305,9.416395,3,acg
9.39E+13,0.8714894,-2.765303,9.382876,3,acg
9.39E+13,0.92176765,-2.7605145,9.428367,3,acg
9.39E+13,0.9864111,-2.7222073,9.390059,3,acg
9.39E+13,0.89303726,-2.7988217,9.380483,3,acg
9.39E+13,0.9864111,-2.765303,9.40203,3,acg
9.39E+13,0.90740246,-2.6982653,9.385271,3,acg
9.39E+13,0.92655605,-2.741361,9.454702,3,acg
9.39E+13,0.89782566,-2.7126305,9.358934,3,acg
9.39E+13,0.94092125,-2.8275523,9.409213,3,acg
9.39E+13,0.89782566,-2.837129,9.416395,3,acg
9.39E+13,0.9600749,-2.717419,9.442732,3,acg
9.39E+13,0.93613285,-2.705448,9.435549,3,acg
9.39E+13,0.94810385,-2.7341783,9.41879,3,acg
9.39E+13,0.9720459,-2.7150247,9.457097,3,acg
9.39E+13,0.9600749,-2.7964275,9.442732,3,acg
9.39E+13,0.94092125,-2.7988217,9.414001,3,acg
9.39E+13,0.90021986,-2.7485435,9.483433,3,acg
9.39E+13,0.93373865,-2.7700913,9.380483,3,acg
9.39E+13,0.8762778,-2.789245,9.378088,3,acg
9.39E+13,0.91937345,-2.765303,9.421184,3,acg
9.39E+13,0.90979666,-2.705448,9.43076,3,acg
9.39E+13,0.8810662,-2.7126305,9.435549,3,acg
9.39E+13,0.93134445,-2.719813,9.370906,3,acg
9.39E+13,0.91937345,-2.7126305,9.473856,3,acg
9.39E+13,0.93373865,-2.755726,9.411607,3,acg
9.39E+13,0.90740246,-2.717419,9.433155,3,acg
9.39E+13,0.93373865,-2.6719291,9.414001,3,acg
9.39E+13,0.94570965,-2.7724855,9.397242,3,acg
9.39E+13,0.9576807,-2.741361,9.421184,3,acg
9.39E+13,0.92416185,-2.7365725,9.387665,3,acg
9.39E+13,0.9696517,-2.7844565,9.378088,3,acg
9.39E+13,0.91219085,-2.755726,9.406818,3,acg
9.39E+13,0.8834604,-2.8514943,9.41879,3,acg
9.39E+13,0.9672575,-2.753332,9.440337,3,acg
9.39E+13,0.9624691,-2.7341783,9.43076,3,acg
9.39E+13,0.91697925,-2.6384103,9.421184,3,acg
9.39E+13,0.92176765,-2.7485435,9.397242,3,acg
9.39E+13,0.9576807,-2.8323407,9.440337,3,acg
9.39E+13,0.91697925,-2.7030537,9.454702,3,acg
9.39E+13,0.9888053,-2.731784,9.437943,3,acg
9.39E+13,0.90021986,-2.731784,9.442732,3,acg
9.39E+13,0.9600749,-2.645593,9.437943,3,acg
9.39E+13,0.92655605,-2.731784,9.454702,3,acg
9.39E+13,0.91458505,-2.7940333,9.380483,3,acg
9.39E+13,0.9648633,-2.7820623,9.495404,3,acg
9.39E+13,0.94092125,-2.7246015,9.490616,3,acg
9.39E+13,0.91697925,-2.7700913,9.416395,3,acg
9.39E+13,0.8858546,-2.7868507,9.416395,3,acg
9.39E+13,1.0079589,-2.743755,9.437943,3,acg
9.39E+13,0.8643068,-2.6599581,9.449914,3,acg
9.39E+13,0.93373865,-2.6001031,9.476251,3,acg
9.39E+13,0.94092125,-2.6599581,9.440337,3,acg
9.39E+13,0.9600749,-2.7485435,9.452309,3,acg
9.39E+13,0.93373865,-2.7365725,9.409213,3,acg
9.39E+13,0.93134445,-2.6910827,9.423578,3,acg
9.39E+13,0.91937345,-2.5570073,9.423578,3,acg
9.39E+13,0.91219085,-2.6408045,9.452309,3,acg
9.39E+13,0.9600749,-2.6743233,9.464279,3,acg
9.39E+13,0.9911995,-2.8275523,9.428367,3,acg
9.39E+13,0.92416185,-2.743755,9.445126,3,acg
9.39E+13,0.92416185,-2.7724855,9.421184,3,acg
9.39E+13,0.92655605,-2.719813,9.425972,3,acg
9.39E+13,0.9959879,-2.6503813,9.464279,3,acg
9.39E+13,0.9504981,-2.669535,9.44752,3,acg
9.39E+13,0.878672,-2.741361,9.41879,3,acg
9.39E+13,0.89303726,-2.7389667,9.435549,3,acg
9.39E+13,0.91937345,-2.719813,9.457097,3,acg
9.39E+13,0.9576807,-2.7988217,9.41879,3,acg
9.39E+13,0.90500826,-2.789245,9.404425,3,acg
9.39E+13,0.93373865,-2.7246015,9.440337,3,acg
9.39E+13,0.8643068,-2.695871,9.433155,3,acg
9.39E+13,0.92895025,-2.7509377,9.411607,3,acg
9.39E+13,0.91937345,-2.8107927,9.428367,3,acg
9.39E+13,0.90979666,-2.7581203,9.452309,3,acg
9.39E+13,0.8523358,-2.813187,9.397242,3,acg
9.39E+13,0.8451532,-2.80361,9.445126,3,acg
9.39E+13,0.90021986,-2.7389667,9.385271,3,acg
9.39E+13,0.92176765,-2.6647465,9.375694,3,acg
9.39E+13,0.8714894,-2.8060043,9.399636,3,acg
9.39E+13,0.92416185,-2.8323407,9.390059,3,acg
9.39E+13,0.91937345,-2.801216,9.452309,3,acg
9.39E+13,0.9528923,-2.7341783,9.363723,3,acg
9.39E+13,0.9576807,-2.6120741,9.411607,3,acg
9.39E+13,0.92416185,-2.7269957,9.466674,3,acg
9.39E+13,0.9911995,-2.6551697,9.471462,3,acg
9.39E+13,0.92416185,-2.72939,9.387665,3,acg
9.39E+13,0.9672575,-2.837129,9.387665,3,acg
9.39E+13,0.89064306,-2.7748797,9.43076,3,acg
9.39E+13,0.8690952,-2.7988217,9.346964,3,acg
9.39E+13,0.9576807,-2.7461493,9.425972,3,acg
9.39E+13,0.9696517,-2.741361,9.406818,3,acg
9.39E+13,0.9552865,-2.6982653,9.414001,3,acg
9.39E+13,0.9624691,-2.7485435,9.461885,3,acg
9.39E+13,0.93134445,-2.7700913,9.428367,3,acg
9.39E+13,0.9552865,-2.6862943,9.423578,3,acg
9.39E+13,0.92655605,-2.7389667,9.473856,3,acg
9.39E+13,0.90979666,-2.8083985,9.382876,3,acg
9.39E+13,0.90740246,-2.7748797,9.43076,3,acg
9.39E+13,0.8882488,-2.719813,9.368511,3,acg
9.39E+13,0.89303726,-2.707842,9.392453,3,acg
9.39E+13,0.92176765,-2.7341783,9.421184,3,acg
9.39E+13,0.91697925,-2.767697,9.41879,3,acg
9.39E+13,0.89543146,-2.822764,9.459491,3,acg
9.39E+13,0.89782566,-2.7724855,9.349358,3,acg
9.39E+13,0.9720459,-2.767697,9.399636,3,acg
9.39E+13,0.9911995,-2.7700913,9.404425,3,acg
9.39E+13,0.9959879,-2.7485435,9.433155,3,acg
9.39E+13,0.91219085,-2.755726,9.445126,3,acg
9.39E+13,0.8619126,-2.7868507,9.435549,3,acg
9.39E+13,0.92895025,-2.7629087,9.40203,3,acg
9.39E+13,0.93134445,-2.7844565,9.394848,3,acg
9.39E+13,0.90021986,-2.7820623,9.445126,3,acg
9.39E+13,0.9768343,-2.741361,9.452309,3,acg
9.39E+13,0.90021986,-2.755726,9.404425,3,acg
9.39E+13,0.89782566,-2.7365725,9.471462,3,acg
9.39E+13,0.89782566,-2.7509377,9.390059,3,acg
9.39E+13,0.91458505,-2.801216,9.411607,3,acg
9.39E+13,0.8690952,-2.7940333,9.382876,3,acg
9.39E+13,0.9816227,-2.72939,9.464279,3,acg
9.39E+13,0.8858546,-2.7461493,9.440337,3,acg
9.39E+13,0.842759,-2.753332,9.339781,3,acg
9.39E+13,0.878672,-2.8802247,9.390059,3,acg
9.39E+13,0.90021986,-2.8491,9.392453,3,acg
9.39E+13,1.0007763,-2.719813,9.43076,3,acg
9.39E+13,0.93852705,-2.6312277,9.404425,3,acg
9.39E+13,0.9504981,-2.717419,9.440337,3,acg
9.39E+13,0.9888053,-2.7820623,9.425972,3,acg
9.39E+13,0.90261406,-2.7485435,9.378088,3,acg
9.39E+13,0.90261406,-2.8562827,9.425972,3,acg
9.39E+13,0.9672575,-2.825158,9.41879,3,acg
9.39E+13,0.8882488,-2.7030537,9.411607,3,acg
9.39E+13,0.9648633,-2.753332,9.466674,3,acg
9.39E+13,0.9816227,-2.6551697,9.421184,3,acg
9.39E+13,0.94810385,-2.6767175,9.473856,3,acg
9.39E+13,0.9744401,-2.7269957,9.43076,3,acg
9.39E+13,0.94092125,-2.8514943,9.428367,3,acg
9.39E+13,0.9935937,-2.8179753,9.425972,3,acg
9.39E+13,0.9672575,-2.789245,9.41879,3,acg
9.39E+13,0.94092125,-2.7605145,9.411607,3,acg
9.39E+13,0.8762778,-2.7724855,9.445126,3,acg
9.39E+13,0.9864111,-2.7246015,9.449914,3,acg
9.39E+13,0.90500826,-2.7820623,9.41879,3,acg
9.39E+13,0.8834604,-2.717419,9.349358,3,acg
9.39E+13,0.93613285,-2.8323407,9.3733,3,acg
9.39E+13,0.92416185,-2.7868507,9.41879,3,acg
9.39E+13,0.89782566,-2.777274,9.382876,3,acg
9.39E+13,0.89782566,-2.7269957,9.404425,3,acg
9.39E+13,0.89303726,-2.743755,9.452309,3,acg
9.39E+13,1.0055647,-2.8538885,9.433155,3,acg
9.39E+13,0.8858546,-2.779668,9.43076,3,acg
9.39E+13,0.90261406,-2.789245,9.411607,3,acg
9.39E+13,0.94331545,-2.8658595,9.414001,3,acg
9.39E+13,0.93134445,-2.8060043,9.397242,3,acg
9.39E+13,1.0366893,-2.8323407,9.504981,3,acg
9.39E+13,0.8834604,-2.7868507,9.466674,3,acg
9.39E+13,0.9576807,-2.7150247,9.433155,3,acg
9.39E+13,0.9504981,-2.7700913,9.40203,3,acg
9.39E+13,0.90979666,-2.717419,9.387665,3,acg
9.39E+13,0.90261406,-2.7509377,9.416395,3,acg
9.39E+13,0.92176765,-2.8107927,9.397242,3,acg
9.39E+13,0.9576807,-2.777274,9.404425,3,acg
9.39E+13,0.92176765,-2.755726,9.44752,3,acg
9.39E+13,0.9576807,-2.8107927,9.406818,3,acg
9.39E+13,0.92655605,-2.7389667,9.406818,3,acg
9.39E+13,0.9911995,-2.7509377,9.392453,3,acg
9.39E+13,0.9504981,-2.743755,9.375694,3,acg
9.39E+13,0.8810662,-2.777274,9.425972,3,acg
9.39E+13,0.90261406,-2.7246015,9.375694,3,acg
9.39E+13,0.93373865,-2.717419,9.356541,3,acg
9.39E+13,0.89543146,-2.7844565,9.356541,3,acg
9.39E+13,0.92416185,-2.8658595,9.473856,3,acg
9.39E+13,0.93852705,-2.7222073,9.375694,3,acg
9.39E+13,0.90979666,-2.8179753,9.406818,3,acg
9.39E+13,0.93852705,-2.8395233,9.41879,3,acg
9.39E+13,0.94810385,-2.8898015,9.397242,3,acg
9.39E+13,0.9840169,-2.741361,9.433155,3,acg
9.39E+13,0.9864111,-2.681506,9.406818,3,acg
9.39E+13,0.93852705,-2.6910827,9.437943,3,acg
9.39E+13,0.94092125,-2.7988217,9.416395,3,acg
9.39E+13,0.92416185,-2.8275523,9.382876,3,acg
9.39E+13,0.90740246,-2.8299465,9.437943,3,acg
9.39E+13,0.93613285,-2.8275523,9.433155,3,acg
9.39E+13,0.91697925,-2.7365725,9.409213,3,acg
9.39E+13,0.9552865,-2.801216,9.406818,3,acg
9.39E+13,1.0151415,-2.7030537,9.445126,3,acg
9.39E+13,0.93134445,-2.765303,9.457097,3,acg
9.39E+13,0.93613285,-2.6862943,9.411607,3,acg
9.39E+13,0.90261406,-2.731784,9.40203,3,acg
9.39E+13,0.9959879,-2.755726,9.425972,3,acg
9.39E+13,0.9696517,-2.7509377,9.32781,3,acg
9.39E+13,0.94570965,-2.755726,9.423578,3,acg
9.39E+13,0.89543146,-2.6743233,9.445126,3,acg
9.39E+13,0.92895025,-2.7365725,9.41879,3,acg
9.39E+13,0.9744401,-2.7389667,9.428367,3,acg
9.39E+13,0.9552865,-2.741361,9.409213,3,acg
9.39E+13,0.8738836,-2.7964275,9.449914,3,acg
9.39E+13,0.8858546,-2.681506,9.387665,3,acg
9.39E+13,0.89064306,-2.6719291,9.461885,3,acg
9.39E+13,0.9600749,-2.707842,9.397242,3,acg
9.39E+13,0.93613285,-2.7365725,9.437943,3,acg
9.39E+13,0.9576807,-2.7605145,9.423578,3,acg
9.39E+13,0.9672575,-2.6910827,9.346964,3,acg
9.39E+13,0.9648633,-2.7365725,9.416395,3,acg
9.39E+13,0.9552865,-2.7724855,9.464279,3,acg
9.39E+13,0.92176765,-2.8275523,9.442732,3,acg
9.39E+13,0.9911995,-2.743755,9.392453,3,acg
9.39E+13,0.93134445,-2.693477,9.428367,3,acg
9.39E+13,0.91458505,-2.7365725,9.416395,3,acg
9.39E+13,0.92655605,-2.7748797,9.433155,3,acg
9.39E+13,0.89064306,-2.7724855,9.466674,3,acg
9.39E+13,0.93373865,-2.6767175,9.375694,3,acg
9.39E+13,0.94570965,-2.753332,9.476251,3,acg
9.39E+13,0.94570965,-2.7748797,9.466674,3,acg
9.39E+13,0.93373865,-2.7605145,9.392453,3,acg
9.39E+13,0.94570965,-2.755726,9.423578,3,acg
9.39E+13,0.91697925,-2.6886885,9.406818,3,acg
9.39E+13,0.866701,-2.7605145,9.440337,3,acg
9.39E+13,0.93134445,-2.693477,9.452309,3,acg
9.39E+13,0.90979666,-2.801216,9.378088,3,acg
9.39E+13,0.9648633,-2.7246015,9.442732,3,acg
9.39E+13,0.91937345,-2.7150247,9.409213,3,acg
9.39E+13,0.8355764,-2.743755,9.392453,3,acg
9.39E+13,0.92416185,-2.743755,9.445126,3,acg
9.39E+13,0.9648633,-2.731784,9.425972,3,acg
9.39E+13,0.8451532,-2.645593,9.378088,3,acg
9.39E+13,0.89782566,-2.743755,9.404425,3,acg
9.39E+13,1.0007763,-2.861071,9.473856,3,acg
9.39E+13,1.0055647,-2.731784,9.349358,3,acg
9.39E+13,0.93852705,-2.6623523,9.406818,3,acg
9.39E+13,0.9720459,-2.6527755,9.425972,3,acg
