t,x,y,z,a,
8.91E+11,0.01436521,-0.12210429,-0.093373865,3,acc
8.91E+11,-0.047884032,-0.019153614,0.023942016,3,acc
8.91E+11,-0.035913024,0.011971008,0.045489833,3,acc
8.91E+11,-0.093373865,-0.035913024,0.038307227,3,acc
8.91E+11,-0.08379706,-0.062249243,-0.009576807,3,acc
8.91E+11,-0.095768064,-0.050278235,0.019153614,3,acc
8.91E+11,-0.06464344,0.02873042,-0.004788403,3,acc
8.91E+11,-0.076614454,0.02633622,0.06464344,3,acc
8.91E+11,-0.110133275,0.05267244,-0.002394202,3,acc
8.91E+11,-0.08379706,-0.011971008,0.095768064,3,acc
8.91E+11,-0.15322891,-0.02633622,0.023942016,3,acc
8.91E+11,-0.021547815,-0.007182605,0.06943185,3,acc
8.91E+11,0,0.009576807,0.04070143,3,acc
8.91E+11,0.04309563,-0.11731588,0.009576807,3,acc
8.91E+11,-0.01436521,-0.07182605,0.10055647,3,acc
8.91E+11,0.050278235,-0.062249243,0.04309563,3,acc
8.91E+11,0.04070143,0.033518825,0.110133275,3,acc
8.91E+11,0,0.004788403,0.021547815,3,acc
8.91E+11,0.007182605,0.004788403,-0.021547815,3,acc
8.91E+11,0.009576807,0.093373865,-0.062249243,3,acc
8.91E+11,-0.02873042,-0.023942016,-0.047884032,3,acc
8.91E+11,-0.05746084,0.011971008,-0.007182605,3,acc
8.91E+11,-0.031124622,0.093373865,0.002394202,3,acc
8.91E+11,-0.02873042,0.050278235,0.031124622,3,acc
8.91E+11,-0.02633622,0.11971009,0.05267244,3,acc
8.91E+11,-0.04070143,0.08619126,0.10534488,3,acc
8.91E+11,-0.02873042,0.035913024,0.088585466,3,acc
8.91E+11,0,0.021547815,0.06464344,3,acc
8.91E+11,0.023942016,0.004788403,-0.021547815,3,acc
8.91E+11,0.10055647,-0.033518825,0.021547815,3,acc
8.91E+11,-0.059855044,-0.09816227,-0.007182605,3,acc
8.91E+11,0.021547815,-0.035913024,0.04309563,3,acc
8.91E+11,0.059855044,0.004788403,-0.007182605,3,acc
8.91E+11,0.007182605,-0.031124622,0.02633622,3,acc
8.91E+11,-0.019153614,0,0.06703765,3,acc
8.91E+11,-0.033518825,0.05746084,0.088585466,3,acc
8.91E+11,-0.016759412,0.05267244,0.02873042,3,acc
8.91E+11,-0.01436521,0.016759412,0.04309563,3,acc
8.91E+11,-0.045489833,-0.007182605,0.06703765,3,acc
8.91E+11,-0.009576807,-0.023942016,0.011971008,3,acc
8.91E+11,-0.095768064,0.045489833,0.093373865,3,acc
8.91E+11,-0.10295067,0.074220255,0.11252748,3,acc
8.91E+11,-0.02633622,0.06464344,0.107739076,3,acc
8.92E+11,-0.019153614,0.009576807,0.05267244,3,acc
8.92E+11,0.050278235,-0.045489833,-0.004788403,3,acc
8.92E+11,0.062249243,-0.033518825,0.05267244,3,acc
8.92E+11,0,0.007182605,0.050278235,3,acc
8.92E+11,0.08140286,-0.050278235,0.062249243,3,acc
8.92E+11,0.002394202,-0.02873042,0.08140286,3,acc
8.92E+11,-0.021547815,0,0.07182605,3,acc
8.92E+11,0.01436521,0,0.07182605,3,acc
8.92E+11,0.033518825,-0.033518825,0.033518825,3,acc
8.92E+11,0.02873042,0.023942016,0.01436521,3,acc
8.92E+11,0.01436521,0,0.045489833,3,acc
8.92E+11,0.016759412,-0.021547815,0.04309563,3,acc
8.92E+11,0.019153614,0.095768064,0.01436521,3,acc
8.92E+11,-0.011971008,0.045489833,0.076614454,3,acc
8.92E+11,0.007182605,0.035913024,0.02633622,3,acc
8.92E+11,0.059855044,0.10295067,0.07182605,3,acc
