t,x,y,z,a,
5.90E+14,-0.05746084,-0.045489833,0.007182605,3,acc
5.90E+14,0.055066638,-0.007182605,-0.047884032,3,acc
5.90E+14,-0.002394202,0.12449849,-0.021547815,3,acc
5.90E+14,0.04309563,0.088585466,-0.02873042,3,acc
5.90E+14,0.035913024,-0.021547815,0.033518825,3,acc
5.90E+14,-0.11971009,-0.09816227,0.038307227,3,acc
5.90E+14,-0.1364695,-0.08379706,0.035913024,3,acc
5.90E+14,-0.004788403,-0.05267244,-0.04309563,3,acc
5.90E+14,0,0,-0.04070143,3,acc
5.90E+14,-0.093373865,0.079008654,0.023942016,3,acc
5.90E+14,-0.18195933,0.07182605,0.12689269,3,acc
5.90E+14,-0.055066638,0.06943185,-0.050278235,3,acc
5.90E+14,0.059855044,-0.08140286,-0.107739076,3,acc
5.90E+14,-0.088585466,-0.093373865,0.035913024,3,acc
5.90E+14,-0.02633622,-0.023942016,0.021547815,3,acc
5.90E+14,-0.007182605,0.059855044,0.095768064,3,acc
5.90E+14,-0.076614454,-0.009576807,-0.02873042,3,acc
5.90E+14,0.007182605,0.002394202,-0.011971008,3,acc
5.90E+14,-0.019153614,-0.12449849,0.10055647,3,acc
5.90E+14,-0.10295067,-0.04070143,0.079008654,3,acc
5.90E+14,-0.01436521,-0.090979666,-0.004788403,3,acc
5.90E+14,0.09816227,0.06703765,-0.04309563,3,acc
5.90E+14,0.004788403,0.059855044,-0.038307227,3,acc
5.90E+14,0.06703765,-0.009576807,-0.05746084,3,acc
5.90E+14,-0.074220255,0.090979666,0.002394202,3,acc
5.90E+14,0.009576807,0.035913024,0.035913024,3,acc
5.90E+14,-0.05267244,-0.045489833,-0.019153614,3,acc
5.90E+14,-0.031124622,-0.016759412,0.023942016,3,acc
5.90E+14,-0.05267244,-0.062249243,0.05746084,3,acc
5.90E+14,-0.009576807,0.02873042,0.016759412,3,acc
5.90E+14,-0.011971008,0.10295067,0.019153614,3,acc
