t,x,y,z,a,
9.13E+13,4.644751,-1.163582,5.535394,3,acc
9.13E+13,0.11971009,-0.12689269,0.059855044,3,acc
9.13E+13,0.093373865,-0.29927522,0.32321724,3,acc
9.13E+13,0.11731588,0.033518825,0.1316811,3,acc
9.13E+13,-0.06703765,0.37349546,0.17238252,3,acc
9.13E+13,-0.079008654,0.34237084,0.49799395,3,acc
9.13E+13,0.059855044,0.45729253,0.60333884,3,acc
9.13E+13,0.033518825,0.51954174,0.6919243,3,acc
9.13E+13,0.062249243,0.5746084,0.47405192,3,acc
9.13E+13,0.05746084,0.62967503,0.46208093,3,acc
9.13E+13,0,0.5386954,0.44532153,3,acc
9.13E+13,-0.062249243,0.49081135,0.25857377,3,acc
9.13E+13,-0.045489833,0.260968,0.12449849,3,acc
9.13E+13,-0.016759412,0.059855044,-0.007182605,3,acc
9.13E+13,0.02633622,0.090979666,-0.19871874,3,acc
9.13E+13,-0.033518825,-0.23942018,-0.17956513,3,acc
9.13E+13,0.023942016,-0.3184288,-0.107739076,3,acc
9.13E+13,-0.007182605,-0.21547815,-0.16519992,3,acc
9.13E+13,-0.004788403,-0.16280572,-0.2825158,3,acc
9.13E+13,0.004788403,-0.14844051,-0.15801731,3,acc
9.13E+13,-0.06703765,-0.19871874,-0.11971009,3,acc
9.13E+13,0.035913024,-0.110133275,-0.047884032,3,acc
9.13E+13,0.002394202,-0.031124622,-0.050278235,3,acc
9.13E+13,-0.038307227,0.107739076,0.045489833,3,acc
9.13E+13,-0.07182605,0.1340753,0.08619126,3,acc
9.13E+13,-0.02873042,0.17956513,0.08140286,3,acc
9.13E+13,-0.01436521,0.1364695,0.11731588,3,acc
9.13E+13,-0.023942016,0.050278235,0.09816227,3,acc
9.13E+13,0.023942016,0.04070143,0.076614454,3,acc
9.13E+13,-0.007182605,0.055066638,0.05746084,3,acc
9.13E+13,-0.02633622,0.074220255,0.009576807,3,acc
9.13E+13,0.021547815,0.009576807,-0.04309563,3,acc
9.13E+13,-0.047884032,-0.14844051,-0.007182605,3,acc
9.13E+13,0.062249243,-0.1340753,0.009576807,3,acc
9.13E+13,-0.019153614,-0.004788403,0.05267244,3,acc
9.13E+13,0.10295067,0.11492168,-0.02633622,3,acc
9.13E+13,-0.05746084,0.09816227,-0.009576807,3,acc
9.13E+13,-0.009576807,-0.045489833,0.055066638,3,acc
9.13E+13,-0.023942016,-0.045489833,0.050278235,3,acc
9.13E+13,-0.045489833,-0.11492168,0.095768064,3,acc
9.13E+13,-0.004788403,-0.088585466,-0.05746084,3,acc
9.13E+13,-0.095768064,-0.5746084,-0.51475334,3,acc
9.13E+13,-0.22026655,-0.5315128,-0.37349546,3,acc
9.13E+13,0.34237084,-0.61530983,-0.20829555,3,acc
9.13E+13,0.2801216,-0.50757074,-0.4405331,3,acc
9.13E+13,-0.10534488,-0.24660277,-0.055066638,3,acc
9.13E+13,0.12689269,0.1340753,0.20829555,3,acc
9.13E+13,0.5770026,0.59376204,-0.088585466,3,acc
9.13E+13,0.19632454,0.34955344,0.10295067,3,acc
9.13E+13,-0.1316811,-0.023942016,0.4213795,3,acc
9.13E+13,-0.07182605,0.36631286,0.40462008,3,acc
9.13E+13,-0.04309563,0.6703765,0.50757074,3,acc
9.13E+13,-0.1604115,0.91458505,0.50278234,3,acc
9.13E+13,-0.29448682,0.8619126,0.7685388,3,acc
9.13E+13,-0.2825158,0.30166942,0.7589619,3,acc
9.13E+13,-0.21787235,0.047884032,0.17717093,3,acc
9.13E+13,-0.06703765,0.06943185,-0.076614454,3,acc
9.13E+13,-0.12449849,-0.15083471,-0.11492168,3,acc
9.13E+13,0,-0.021547815,-0.23942018,3,acc
9.13E+13,0.11971009,0.14844051,-0.39504328,3,acc
9.13E+13,-0.033518825,-0.1364695,-0.15562311,3,acc
9.13E+13,-0.038307227,-0.20111294,0.023942016,3,acc
9.13E+13,0.035913024,0.17238252,0.011971008,3,acc
9.13E+13,0.076614454,0.002394202,-0.11731588,3,acc
9.13E+13,0.12689269,-0.29209262,-0.095768064,3,acc
