t,x,y,z,a,
1.54E+14,12.653356,-1.1923125,2.3942018,3,acc
1.54E+14,0.07182605,-0.076614454,-0.033518825,3,acc
1.54E+14,-0.29688102,-0.009576807,0.5267244,3,acc
1.54E+14,-0.545878,-0.37588966,0.60094464,3,acc
1.54E+14,-0.34715924,-0.90979666,0.7422025,3,acc
1.54E+14,-0.002394202,-0.1340753,0.7254431,3,acc
1.54E+14,-0.095768064,0.21787235,0.5722142,3,acc
1.54E+14,0.002394202,0.12689269,0.25857377,3,acc
1.54E+14,0.12449849,-0.40222588,0.6464345,3,acc
1.54E+14,-0.088585466,-0.32800564,0.91219085,3,acc
1.54E+14,-0.4189853,0.4189853,0.63206923,3,acc
1.54E+14,-0.5243302,0.82360536,0.038307227,3,acc
1.54E+14,-0.45010993,0.35673606,0.16759412,3,acc
1.54E+14,-0.48123455,0.3878607,0.44771573,3,acc
1.54E+14,-0.61770403,1.0247183,0.28491,3,acc
1.54E+14,-0.6727707,0.59376204,0.39743748,3,acc
1.54E+14,-0.46208093,0.35434186,0.6679823,3,acc
1.54E+14,0.02873042,1.0247183,0.45250413,3,acc
1.54E+14,-0.11971009,0.37110126,0.22266077,3,acc
1.54E+14,-0.34476504,-0.5506664,0.18195933,3,acc
1.54E+14,-0.21547815,-0.29927522,-0.20590134,3,acc
1.54E+14,-0.4141969,0.11731588,0.10295067,3,acc
1.54E+14,-0.18195933,0.56982,0.5650316,3,acc
1.54E+14,-0.009576807,0.41180268,0.4405331,3,acc
1.54E+14,0.36631286,0.31603462,0.34715924,3,acc
1.54E+14,0.5626374,-0.007182605,-0.51714754,3,acc
1.54E+14,0.81163436,0.01436521,-0.1604115,3,acc
1.54E+14,0.533907,0.7422025,0.2681506,3,acc
1.54E+14,0.7278373,2.681506,-2.0087352,3,acc
1.54E+14,0.8738836,3.4763808,-2.7246015,3,acc
1.54E+14,2.9161377,2.420538,-2.396596,3,acc
1.54E+14,1.8650831,2.908955,-1.6903064,3,acc
1.54E+14,2.3918076,1.6591818,0.60812724,3,acc
1.54E+14,2.1930888,-0.7158663,2.1930888,3,acc
1.54E+14,2.9233203,0.6991069,1.2162545,3,acc
1.54E+14,2.3942018,1.8004397,-0.81163436,3,acc
1.54E+14,3.3446999,2.6144683,-1.2234371,3,acc
1.54E+14,3.6152446,2.0398598,-1.079785,3,acc
1.54E+14,3.265691,2.8419175,-2.0398598,3,acc
1.54E+14,3.25372,3.0190883,-2.7700913,3,acc
1.54E+14,4.010288,2.2337902,-1.9847932,3,acc
1.54E+14,4.673482,1.115698,-1.5131354,3,acc
1.54E+14,4.6710877,1.9512744,-2.0374656,3,acc
1.54E+14,4.501099,2.731784,-3.064578,3,acc
1.54E+14,3.3135753,1.6639702,-2.6360161,3,acc
1.54E+14,3.1292217,0.36391866,-3.0502129,3,acc
1.54E+14,4.173094,-1.1659763,-4.2760444,3,acc
1.54E+14,5.4899044,-0.17238252,-4.8817773,3,acc
1.54E+14,5.48751,2.6120741,-3.7229836,3,acc
1.54E+14,5.3678,3.0119057,-2.765303,3,acc
1.54E+14,7.2089415,1.2569559,-2.2098482,3,acc
1.54E+14,7.9104424,-1.2569559,1.472434,3,acc
1.54E+14,5.2504845,0.46208093,3.5075054,3,acc
1.54E+14,3.8666358,8.135497,-2.0733786,3,acc
1.54E+14,2.0494366,3.0933087,-0.38067806,3,acc
1.54E+14,1.1133038,-1.1707647,5.410896,3,acc
1.54E+14,2.6767175,2.7365725,3.6176388,3,acc
1.54E+14,-1.5586253,0.9744401,-2.231396,3,acc
1.54E+14,-6.0381765,1.4676456,0.21787235,3,acc
1.54E+14,-2.6743233,-6.399701,-3.8139634,3,acc
1.54E+14,4.4244847,-1.103727,-8.439561,3,acc
1.54E+14,0.5722142,-2.8060043,-10.515334,3,acc
1.54E+14,2.4660277,-1.8722657,-17.48246,3,acc
1.54E+14,-0.5291186,-4.5394063,-17.678785,3,acc
1.54E+14,-4.9799395,-9.289502,-21.104889,3,acc
1.54E+14,-10.852917,-10.237606,-7.6590514,3,acc
1.54E+14,-32.407913,25.46473,-15.7586355,3,acc
1.54E+14,-45.69334,-23.039402,-5.98311,3,acc
1.54E+14,-71.45495,26.865337,-38.15639,3,acc
1.54E+14,51.73391,-21.586123,-9.861717,3,acc
1.54E+14,5.3103395,15.014039,5.0014873,3,acc
1.54E+14,-9.715671,-4.012682,0.37588966,3,acc
1.54E+14,0.51954174,1.0390835,2.1811178,3,acc
1.54E+14,-0.45250413,-3.550601,-0.40222588,3,acc
1.54E+14,1.2449849,-1.2066777,-4.4436383,3,acc
1.54E+14,0.48841715,1.151611,-2.777274,3,acc
1.54E+14,1.2114661,-2.516306,-3.41892,3,acc
1.54E+14,-0.39025488,-2.1140802,-3.2345665,3,acc
1.54E+14,-0.059855044,0.94810385,-0.2825158,3,acc
1.54E+14,14.398729,70.99047,15.1936035,3,acc
1.54E+14,-9.837775,-17.899052,-0.004788403,3,acc
1.54E+14,-0.8858546,-8.7292595,-1.6208745,3,acc
1.54E+14,0,0.047884032,-3.4931402,3,acc
1.54E+14,-0.29448682,1.4389153,0.5315128,3,acc
1.54E+14,0.8762778,-0.7493851,-1.0893618,3,acc
1.54E+14,-0.20350714,1.7477672,-0.5434838,3,acc
1.54E+14,0.17956513,1.3982137,-2.1978772,3,acc
1.54E+14,0.44532153,0.5793968,-3.2824504,3,acc
1.54E+14,1.5227122,-0.6368576,-3.1148565,3,acc
1.54E+14,-0.81402856,-0.9983821,-0.6440403,3,acc
1.54E+14,-0.49320555,-0.5530606,-1.8483237,3,acc
1.54E+14,-0.16998832,-0.23223756,-0.94570965,3,acc
1.54E+14,-0.1340753,-0.6967127,-0.17717093,3,acc
1.54E+14,0.01436521,-0.7517793,-0.5410896,3,acc
1.54E+14,-0.038307227,-0.5267244,-0.5746084,3,acc
1.54E+14,0.12449849,-0.49320555,-1.0031705,3,acc
1.54E+14,0.4333505,-0.20350714,-0.8355764,3,acc
1.54E+14,0.095768064,-0.035913024,-0.36391866,3,acc
1.54E+14,0.19153613,-0.16759412,-0.5746084,3,acc
1.54E+14,0.4285621,0.079008654,-0.58657944,3,acc
1.54E+14,-0.031124622,-0.32321724,-0.16759412,3,acc
1.54E+14,0.16998832,-0.1412579,0.1436521,3,acc
1.54E+14,0.5746084,-0.088585466,-0.1436521,3,acc
1.54E+14,0.36631286,0.6440403,0.545878,3,acc
1.54E+14,0.1604115,0.6775591,0.61291564,3,acc
1.54E+14,0.019153614,0.17956513,0.25617957,3,acc
1.54E+14,-0.045489833,-0.20829555,-0.11492168,3,acc
1.54E+14,0.076614454,-0.1316811,-0.16759412,3,acc
1.54E+14,-0.016759412,-0.16759412,-0.107739076,3,acc
1.54E+14,0.035913024,-0.038307227,-0.047884032,3,acc
1.54E+14,-0.045489833,-0.02873042,-0.10055647,3,acc
1.54E+14,-0.11731588,-0.10055647,-0.20111294,3,acc
1.54E+14,-0.272939,-0.23223756,-0.16280572,3,acc
1.54E+14,-0.20350714,-0.02633622,-0.016759412,3,acc
1.54E+14,-0.033518825,-0.09816227,-0.05746084,3,acc
1.54E+14,-0.2705448,0.04070143,0.016759412,3,acc
1.54E+14,-0.02633622,0.24420857,-0.076614454,3,acc
1.54E+14,0.14604631,0.22026655,-0.095768064,3,acc
1.54E+14,-0.11731588,-0.33518824,0.1412579,3,acc
1.54E+14,-0.23942018,-0.36391866,0.20350714,3,acc
1.54E+14,-0.25857377,-0.51235914,-0.038307227,3,acc
1.54E+14,-0.25617957,-0.34715924,0.20590134,3,acc
1.54E+14,0.004788403,-0.35673606,0.016759412,3,acc
1.54E+14,0.22505496,-0.25857377,-0.21068975,3,acc
1.54E+14,-0.04309563,0.91219085,0.9935937,3,acc
1.54E+14,0.17477672,0.5386954,-0.2896984,3,acc
