t,x,y,z,a,
1.85E+14,-1.0031705,3.074155,-2.2744915,3,acc
1.85E+14,-6.1866174,-11.872847,1.2617443,3,acc
1.85E+14,-2.8634653,-8.734048,1.2018893,3,acc
1.85E+14,0.7086837,-3.2585084,2.0685902,3,acc
1.85E+14,2.813187,2.5570073,2.6360161,3,acc
1.85E+14,3.5817258,6.4260373,2.2409728,3,acc
1.85E+14,4.369418,8.793902,1.2425907,3,acc
1.85E+14,5.7365074,9.255983,-1.1133038,3,acc
1.85E+14,6.2368956,9.703699,-2.8562827,3,acc
1.85E+14,5.058948,10.522516,-3.8833952,3,acc
1.85E+14,3.53863,10.8624935,-4.4939165,3,acc
1.85E+14,3.25372,10.498574,-4.3478703,3,acc
1.85E+14,3.6367924,10.031705,-3.8642416,3,acc
1.85E+14,3.205836,9.730036,-3.371036,3,acc
1.85E+14,2.2625206,9.698911,-3.1723173,3,acc
1.85E+14,1.5011644,9.516952,-3.0621839,3,acc
1.85E+14,0.7445967,8.734048,-2.8060043,3,acc
1.85E+14,-0.50517654,7.371747,-2.4277205,3,acc
1.85E+14,-2.1643584,5.2002063,-1.721431,3,acc
1.85E+14,-3.8283286,0.9959879,-0.92176765,3,acc
1.85E+14,-5.616797,-5.209783,0.6895301,3,acc
1.85E+14,-8.698134,-9.083601,4.972757,3,acc
1.85E+14,-8.042124,-18.945318,4.0294414,3,acc
1.85E+14,-3.6703112,-22.340296,7.0102224,3,acc
1.85E+14,-1.958457,-21.660343,4.6375685,3,acc
1.85E+14,0.06943185,-17.757793,2.992752,3,acc
1.85E+14,0.8619126,-13.96059,3.0262709,3,acc
1.85E+14,-0.7182605,-7.4746976,5.035006,3,acc
1.85E+14,-1.0127473,-0.545878,6.564901,3,acc
1.85E+14,0.93852705,4.039018,4.1419687,3,acc
1.85E+14,3.454833,7.4842744,-0.107739076,3,acc
1.85E+14,4.6112323,9.746795,-3.2872388,3,acc
1.85E+14,3.3901896,10.402806,-3.7924154,3,acc
1.85E+14,1.8100165,10.2974615,-3.4524388,3,acc
1.85E+14,1.934515,10.54167,-3.4763808,3,acc
1.85E+14,2.9400797,11.013328,-3.8666358,3,acc
1.85E+14,3.1986535,10.666168,-4.0557775,3,acc
1.85E+14,2.5761611,9.423578,-3.53863,3,acc
1.85E+14,1.910573,8.3868885,-2.8323407,3,acc
1.85E+14,1.5442601,7.417237,-2.243367,3,acc
1.85E+14,0.8451532,6.2129536,-2.267309,3,acc
1.85E+14,-0.047884032,4.9344497,-2.0973208,3,acc
1.85E+14,-1.0175357,3.58412,-1.3575124,3,acc
1.85E+14,-2.2457612,1.4556746,0.2801216,3,acc
1.85E+14,-3.691859,-2.5306711,2.765303,3,acc
1.85E+14,-5.1666875,-7.8505874,5.5856724,3,acc
1.85E+14,-4.900931,-14.355634,8.626308,3,acc
1.85E+14,-2.5617957,-22.936453,8.913613,3,acc
1.85E+14,-2.4420857,-23.00349,7.81228,3,acc
1.85E+14,-0.6560113,-19.536686,4.3622355,3,acc
1.85E+14,1.661576,-15.524004,3.5458126,3,acc
1.85E+14,0.18914193,-10.836157,4.498705,3,acc
1.85E+14,-1.99437,-3.809175,5.9783216,3,acc
1.85E+14,-1.7525556,-0.23702596,6.0238113,3,acc
1.85E+14,-0.1412579,5.0637364,3.4644098,3,acc
1.85E+14,1.5298948,8.717288,-0.59615624,3,acc
1.85E+14,2.1380222,11.295844,-3.0669725,3,acc
1.85E+14,0.90021986,12.734758,-4.0318356,3,acc
1.85E+14,-0.28491,12.933477,-4.2185836,3,acc
1.85E+14,0.21547815,12.777855,-4.6279917,3,acc
1.85E+14,0.9696517,12.291832,-5.2145715,3,acc
1.85E+14,0.78769237,11.626244,-4.9416323,3,acc
1.85E+14,0.5267244,10.78109,-4.120421,3,acc
1.85E+14,0.30406362,9.916783,-3.2106245,3,acc
1.85E+14,-0.05267244,9.387665,-2.5306711,3,acc
1.85E+14,-0.51235914,8.892065,-2.1667526,3,acc
1.85E+14,-1.3910311,8.3629465,-2.3774424,3,acc
1.85E+14,-2.5378537,7.66384,-2.1763294,3,acc
1.85E+14,-3.8666358,4.9176903,-1.0821792,3,acc
1.85E+14,-4.6662993,-2.918532,2.621651,3,acc
1.85E+14,-5.3845596,-7.8984714,7.704541,3,acc
1.85E+14,-4.606444,-21.13362,6.83784,3,acc
1.85E+14,-0.9959879,-27.471071,8.583213,3,acc
1.85E+14,-2.468422,-29.204472,8.295909,3,acc
1.85E+14,-1.2114661,-25.680208,7.608773,3,acc
