t,x,y,z,a,
2.90E+12,0.08140286,0.22266077,0,3,acc
2.90E+12,-4.5657425,5.1762643,-1.9967642,3,acc
2.90E+12,-0.29448682,-0.06464344,0.062249243,3,acc
2.90E+12,-0.16998832,-0.050278235,0,3,acc
2.90E+12,-0.22505496,-0.016759412,0.110133275,3,acc
2.90E+12,-0.31603462,-0.002394202,0.11971009,3,acc
2.90E+12,-0.24660277,0.023942016,0.05746084,3,acc
2.90E+12,-0.22266077,0.016759412,0.055066638,3,acc
2.90E+12,-0.2753332,0.11252748,0.09816227,3,acc
2.90E+12,-0.2657564,0.17238252,0.12689269,3,acc
2.90E+12,-0.40462008,0.20111294,0.1388637,3,acc
2.90E+12,-0.50517654,0.21547815,0.045489833,3,acc
2.90E+12,-0.49559975,0.39264908,0.076614454,3,acc
2.90E+12,-0.46686932,0.4405331,0.11492168,3,acc
2.90E+12,-0.2777274,0.50996494,0.11971009,3,acc
2.90E+12,-0.18435353,0.5770026,0.15083471,3,acc
2.90E+12,-0.045489833,0.6344634,0.21308395,3,acc
2.90E+12,0.062249243,0.6464345,0.25378537,3,acc
2.90E+12,0.16519992,0.58657944,0.19153613,3,acc
2.90E+12,0.30885202,0.61291564,0.20350714,3,acc
2.90E+12,0.37828386,0.5650316,0.23942018,3,acc
2.90E+12,0.38067806,0.5793968,0.2681506,3,acc
2.90E+12,0.4165911,0.5530606,0.320823,3,acc
2.90E+12,0.45729253,0.5291186,0.34715924,3,acc
2.90E+12,0.4309563,0.51954174,0.40222588,3,acc
2.90E+12,0.47644615,0.49081135,0.28491,3,acc
2.90E+12,0.4141969,0.61530983,0.21547815,3,acc
2.90E+12,0.5386954,0.38067806,0.20111294,3,acc
2.90E+12,0.557849,0.2825158,0.1340753,3,acc
2.90E+12,0.5315128,0.15083471,0.19393034,3,acc
2.90E+12,0.59136784,0.02873042,0.18435353,3,acc
2.90E+12,0.6607997,-0.090979666,0.20350714,3,acc
2.90E+12,0.58418524,-0.18674773,0.24181437,3,acc
2.90E+12,0.5410896,-0.2873042,0.19871874,3,acc
2.90E+12,0.45729253,-0.32800564,0.17717093,3,acc
2.90E+12,0.4141969,-0.39025488,0.20111294,3,acc
2.90E+12,0.36391866,-0.2705448,0.10295067,3,acc
2.90E+12,0.35673606,-0.4261679,0.17238252,3,acc
2.90E+12,0.2896984,-0.5243302,0.1604115,3,acc
2.90E+12,0.17956513,-0.62728083,0.11971009,3,acc
2.90E+12,0.12928689,-0.7493851,0.1388637,3,acc
2.90E+12,0.10055647,-0.79248077,0.076614454,3,acc
2.90E+12,0.17477672,-0.8834604,0.19632454,3,acc
2.90E+12,0.04309563,-1.0031705,0.074220255,3,acc
2.90E+12,-0.050278235,-1.0630256,0.055066638,3,acc
2.90E+12,-0.06943185,-1.1444284,0.009576807,3,acc
2.90E+12,-0.20829555,-1.127669,0.01436521,3,acc
2.90E+12,-0.22984336,-1.1779473,0.045489833,3,acc
2.90E+12,-0.21547815,-1.2641385,0.002394202,3,acc
2.90E+12,-0.25617957,-1.30484,0.062249243,3,acc
2.90E+12,-0.2873042,-1.292869,-0.031124622,3,acc
2.90E+12,-0.2825158,-1.352724,-0.019153614,3,acc
2.90E+12,-0.24660277,-1.340753,-0.031124622,3,acc
2.90E+12,-0.21787235,-1.376666,-0.074220255,3,acc
2.90E+12,-0.2825158,-0.91937345,0.023942016,3,acc
2.90E+12,-0.2633622,-0.61291564,-0.033518825,3,acc
2.90E+12,-0.260968,-0.521936,-0.011971008,3,acc
2.90E+12,-0.25857377,-0.4213795,-0.05746084,3,acc
2.90E+12,-0.30645782,-0.31124622,-0.05267244,3,acc
