t,x,y,z,a,
6.45E+13,0.9552865,-0.5291186,0.5267244,3,acc
6.45E+13,0.035913024,0.035913024,0,3,acc
6.45E+13,0.05746084,0.011971008,-0.06943185,3,acc
6.45E+13,0.06943185,-0.04070143,-0.050278235,3,acc
6.45E+13,0.004788403,0.011971008,-0.009576807,3,acc
6.45E+13,0.088585466,0.045489833,0.002394202,3,acc
6.45E+13,0.08379706,-0.002394202,-0.021547815,3,acc
6.45E+13,0.088585466,-0.004788403,0.019153614,3,acc
6.45E+13,0.035913024,-0.02633622,-0.04309563,3,acc
6.45E+13,0.090979666,-0.062249243,0.02633622,3,acc
6.45E+13,-0.01436521,-0.004788403,-0.031124622,3,acc
6.45E+13,0.01436521,-0.02633622,0.007182605,3,acc
6.45E+13,0.035913024,-0.04070143,-0.047884032,3,acc
6.45E+13,-0.050278235,0.04070143,0.002394202,3,acc
6.45E+13,0.05267244,0.090979666,0.02873042,3,acc
6.45E+13,0.14604631,0.08379706,0.021547815,3,acc
6.45E+13,0.10295067,0.1412579,0.019153614,3,acc
6.45E+13,-0.01436521,0.05746084,-0.011971008,3,acc
6.45E+13,-0.02873042,-0.11731588,0.06464344,3,acc
6.45E+13,0.055066638,-0.10534488,0.031124622,3,acc
6.45E+13,0.007182605,0.01436521,-0.02633622,3,acc
6.45E+13,0,-0.02873042,-0.055066638,3,acc
6.45E+13,-0.02873042,0.023942016,-0.076614454,3,acc
6.45E+13,0.08379706,-0.079008654,-0.07182605,3,acc
6.45E+13,0.090979666,-0.019153614,-0.021547815,3,acc
6.45E+13,0.062249243,0.06464344,0.02633622,3,acc
6.45E+13,0.10534488,0.074220255,-0.009576807,3,acc
6.45E+13,0.059855044,-0.035913024,-0.019153614,3,acc
6.45E+13,0.110133275,0.02873042,-0.016759412,3,acc
6.45E+13,0.033518825,-0.05267244,-0.05746084,3,acc
6.45E+13,0.045489833,-0.12689269,-0.01436521,3,acc
6.45E+13,0.01436521,0.06703765,-0.090979666,3,acc
6.45E+13,-0.01436521,-0.011971008,-0.050278235,3,acc
6.45E+13,0.009576807,0.08379706,-0.04309563,3,acc
6.45E+13,0.004788403,0.1364695,-0.01436521,3,acc
6.45E+13,0.033518825,0.08379706,0,3,acc
6.45E+13,0.05267244,0.007182605,-0.02873042,3,acc
6.45E+13,0,0.04309563,-0.023942016,3,acc
6.45E+13,-0.02633622,0.002394202,0.02633622,3,acc
6.45E+13,-0.04070143,0.050278235,0.04309563,3,acc
6.45E+13,-0.090979666,-0.076614454,0.076614454,3,acc
6.45E+13,0,0.08140286,0.009576807,3,acc
6.45E+13,0.079008654,0.079008654,-0.004788403,3,acc
6.45E+13,0.16998832,0.12689269,0.05267244,3,acc
6.45E+13,0.10055647,0.047884032,0.045489833,3,acc
6.45E+13,0.01436521,0.11252748,-0.06943185,3,acc
6.45E+13,0.011971008,-0.031124622,-0.045489833,3,acc
6.45E+13,-0.004788403,-0.055066638,-0.076614454,3,acc
6.45E+13,-0.038307227,-0.09816227,-0.02873042,3,acc
6.45E+13,0.019153614,-0.011971008,-0.033518825,3,acc
6.45E+13,-0.016759412,0.031124622,-0.002394202,3,acc
6.45E+13,0.09816227,-0.004788403,0.019153614,3,acc
6.45E+13,0.10055647,0.06464344,0,3,acc
6.45E+13,0.062249243,0.04070143,0.019153614,3,acc
6.45E+13,-0.023942016,0.033518825,0.02633622,3,acc
6.45E+13,0.04070143,-0.045489833,0.07182605,3,acc
6.45E+13,0.011971008,-0.12689269,0.04309563,3,acc
6.45E+13,-0.045489833,-0.007182605,-0.004788403,3,acc
6.45E+13,0.009576807,-0.05746084,0.023942016,3,acc
6.45E+13,0.059855044,-0.045489833,0.004788403,3,acc
6.45E+13,0.02633622,-0.016759412,-0.074220255,3,acc
6.45E+13,0.1340753,0.055066638,-0.06464344,3,acc
6.45E+13,0.06943185,0.033518825,-0.033518825,3,acc
6.45E+13,-0.002394202,-0.004788403,-0.079008654,3,acc
6.45E+13,0.02873042,0.05267244,-0.04309563,3,acc
6.45E+13,0.074220255,0.035913024,-0.038307227,3,acc
6.45E+13,0.06464344,-0.009576807,-0.007182605,3,acc
6.45E+13,-0.007182605,0.02633622,-0.04309563,3,acc
6.45E+13,-0.093373865,-0.01436521,0.016759412,3,acc
6.45E+13,0.023942016,0.004788403,0.004788403,3,acc
6.45E+13,0.04070143,0.035913024,-0.035913024,3,acc
6.45E+13,0.12449849,0.1436521,-0.007182605,3,acc
6.45E+13,0.04070143,0.074220255,-0.033518825,3,acc
6.45E+13,0.05267244,0.019153614,-0.055066638,3,acc
6.45E+13,-0.021547815,-0.04070143,-0.007182605,3,acc
6.45E+13,-0.011971008,-0.062249243,0,3,acc
6.45E+13,-0.019153614,-0.07182605,0.033518825,3,acc
6.45E+13,0.007182605,-0.031124622,-0.035913024,3,acc
6.45E+13,0.04309563,0.033518825,0.007182605,3,acc
6.45E+13,0.031124622,0.004788403,0.05746084,3,acc
6.45E+13,0.093373865,0.033518825,0.033518825,3,acc
6.45E+13,0.016759412,0.088585466,0,3,acc
6.45E+13,0.009576807,0.08379706,0.033518825,3,acc
6.45E+13,-0.021547815,0.06464344,-0.004788403,3,acc
6.45E+13,-0.007182605,0.079008654,0.059855044,3,acc
6.45E+13,0.007182605,0,0,3,acc
6.45E+13,-0.059855044,0.05746084,0.062249243,3,acc
6.45E+13,-0.04070143,0.14604631,0.06943185,3,acc
6.45E+13,-0.095768064,0.16519992,0.06703765,3,acc
6.45E+13,-0.002394202,0.07182605,0.093373865,3,acc
6.45E+13,-0.035913024,0.19871874,0.088585466,3,acc
6.45E+13,-0.023942016,0.24660277,0.17477672,3,acc
6.45E+13,-0.031124622,0.24181437,0.22505496,3,acc
6.45E+13,-0.031124622,0.2873042,0.17238252,3,acc
6.45E+13,0.079008654,0.20350714,0.19632454,3,acc
6.45E+13,0.45968673,0.2801216,0.11252748,3,acc
6.45E+13,0.62728083,0.30166942,0.02633622,3,acc
6.45E+13,0.6727707,0.2705448,-0.004788403,3,acc
6.45E+13,0.62967503,0.31124622,-0.062249243,3,acc
6.45E+13,0.5650316,0.23942018,-0.10055647,3,acc
6.45E+13,0.641646,0.24899697,0.004788403,3,acc
6.45E+13,0.878672,0.40462008,0.06703765,3,acc
6.45E+13,0.79008657,0.62967503,0.2681506,3,acc
6.45E+13,0.46208093,0.4333505,0.35673606,3,acc
6.45E+13,0.320823,0.19153613,0.5793968,3,acc
6.45E+13,0.37349546,0.25617957,0.58418524,3,acc
6.45E+13,0.8810662,0.37588966,0.8403648,3,acc
6.45E+13,2.0949266,0.49559975,0.7062895,3,acc
6.45E+13,3.1004913,0.6871359,0.545878,3,acc
6.45E+13,3.7804444,0.6703765,0.49081135,3,acc
6.45E+13,3.8905778,0.48362875,0.19632454,3,acc
6.45E+13,3.5913026,0.21787235,0.050278235,3,acc
6.45E+13,2.873042,0.08619126,0.25857377,3,acc
6.45E+13,1.8315643,-0.10055647,0.16759412,3,acc
6.45E+13,0.91697925,-0.1340753,0.19153613,3,acc
6.45E+13,1.2617443,0.007182605,0.6991069,3,acc
6.45E+13,2.468422,1.0079589,0.7278373,3,acc
6.45E+13,3.6104562,1.8626889,0.5506664,3,acc
6.45E+13,3.2202013,2.4827871,1.1324574,3,acc
6.45E+13,2.267309,2.7246015,0.62249243,3,acc
6.45E+13,2.111686,2.1188686,-0.35194764,3,acc
6.45E+13,2.885013,1.3311762,-1.5682021,3,acc
6.45E+13,1.364695,-0.20350714,0.10534488,3,acc
6.45E+13,0.272939,-1.1899183,0.15801731,3,acc
6.45E+13,-0.7661445,-1.1875241,0.31124622,3,acc
6.45E+13,-2.6192567,-1.7645266,1.7046716,3,acc
6.45E+13,-2.4133554,-1.3742718,-0.2633622,3,acc
6.45E+13,-2.3870192,-0.5243302,0.16759412,3,acc
6.45E+13,-2.6743233,0.36391866,0.31124622,3,acc
6.45E+13,-3.1411927,-0.15322891,1.2641385,3,acc
6.45E+13,-3.4117374,0.14604631,1.0414777,3,acc
6.45E+13,-3.8259344,3.5458126,-0.48841715,3,acc
6.45E+13,-4.3885717,4.259285,-0.50038815,3,acc
6.45E+13,-2.4540567,4.8961425,-0.62967503,3,acc
6.45E+13,0.6703765,3.679888,-1.2330139,3,acc
6.45E+13,3.5649664,3.3734303,-0.878672,3,acc
6.45E+13,4.3981485,3.5122938,0.3854665,3,acc
6.45E+13,6.703765,4.369418,2.5617957,3,acc
6.45E+13,9.440337,7.9224133,2.2050598,3,acc
6.45E+13,11.439496,8.6574335,1.697489,3,acc
6.45E+13,11.614272,1.4413095,1.2976574,3,acc
6.45E+13,10.19451,-1.8243817,-0.16519992,3,acc
6.45E+13,6.6654577,4.685453,2.1212628,3,acc
6.45E+13,1.8770541,2.0374656,0.6655881,3,acc
6.45E+13,-1.1923125,1.5394717,-2.1571758,3,acc
6.45E+13,0.8403648,-7.156269,-1.8698715,3,acc
6.45E+13,6.9288197,-0.11971009,-7.1945763,3,acc
6.45E+13,7.132327,-16.47929,2.2146366,3,acc
6.45E+13,-4.795586,-60.360218,-0.8738836,3,acc
6.45E+13,-54.19994,-22.455217,-7.6710224,3,acc
6.45E+13,-34.01921,18.449718,33.312923,3,acc
6.45E+13,14.990097,-12.562376,0.35673606,3,acc
6.45E+13,3.8977604,-4.307169,5.791574,3,acc
