t,x,y,z,a,
6.43E+13,0.10055647,0.05746084,-0.038307227,3,acc
6.43E+13,0.002394202,-0.009576807,0,3,acc
6.43E+13,0.15083471,-0.088585466,-0.050278235,3,acc
6.43E+13,0.074220255,-0.04309563,-0.059855044,3,acc
6.43E+13,0.07182605,-0.059855044,-0.05267244,3,acc
6.43E+13,0.031124622,0.079008654,-0.031124622,3,acc
6.43E+13,0.05267244,0.11731588,-0.074220255,3,acc
6.43E+13,-0.079008654,0.079008654,-0.12210429,3,acc
6.43E+13,-0.12210429,0.05746084,-0.17956513,3,acc
6.43E+13,0.002394202,0.1316811,-0.18674773,3,acc
6.43E+13,-0.01436521,0.14604631,-0.18914193,3,acc
6.43E+13,-0.023942016,0.2825158,-0.12689269,3,acc
6.43E+13,0.050278235,0.33518824,-0.11971009,3,acc
6.43E+13,-0.07182605,0.38067806,-0.10295067,3,acc
6.43E+13,-0.12210429,0.30166942,-0.15322891,3,acc
6.43E+13,-0.22744916,0.15083471,-0.21068975,3,acc
6.43E+13,-0.038307227,0.04070143,-0.06943185,3,acc
6.43E+13,0.016759412,0.045489833,-0.06943185,3,acc
6.43E+13,0.11971009,0.14844051,-0.11971009,3,acc
6.43E+13,0.038307227,0.22026655,-0.06943185,3,acc
6.43E+13,0.107739076,0.22026655,-0.007182605,3,acc
6.43E+13,0.035913024,0.23223756,-0.02633622,3,acc
6.43E+13,-0.04070143,0.2777274,-0.05746084,3,acc
6.43E+13,-0.28491,0.15801731,0.04309563,3,acc
6.43E+13,-0.074220255,0.021547815,0.04309563,3,acc
6.43E+13,0.12928689,-0.04070143,-0.088585466,3,acc
6.43E+13,0.011971008,0.009576807,-0.28491,3,acc
6.43E+13,-0.17477672,-0.01436521,-0.2825158,3,acc
6.43E+13,-0.37110126,-0.10055647,-0.25378537,3,acc
6.43E+13,-0.4309563,-0.035913024,-0.24420857,3,acc
6.43E+13,-0.23942018,-0.16998832,-0.17717093,3,acc
6.43E+13,0.079008654,-0.12210429,-0.11252748,3,acc
6.43E+13,0.29927522,-0.079008654,-0.1388637,3,acc
6.43E+13,0.4405331,0.18914193,-0.02873042,3,acc
6.43E+13,0.48841715,0.32561144,0.090979666,3,acc
6.43E+13,0.4405331,0.4285621,0.11492168,3,acc
6.43E+13,0.29448682,0.45250413,0.17956513,3,acc
6.43E+13,0.15801731,0.2753332,0.22744916,3,acc
6.43E+13,-0.12928689,0.01436521,0.1412579,3,acc
6.43E+13,-0.2753332,-0.30166942,-0.019153614,3,acc
6.43E+13,-0.37349546,-0.58657944,-0.062249243,3,acc
