t,x,y,z,a,
4.29E+12,-2.9879637,-0.7422025,0.033518825,3,acc
4.29E+12,-8.513782,5.2840033,-3.4955344,3,acc
4.29E+12,-0.019153614,-0.045489833,0.047884032,3,acc
4.29E+12,-0.06943185,-0.06943185,0.06703765,3,acc
4.29E+12,-0.004788403,0.011971008,0.019153614,3,acc
4.29E+12,-0.02633622,0,0.076614454,3,acc
4.29E+12,-0.090979666,-0.038307227,0.050278235,3,acc
4.29E+12,-0.079008654,0.047884032,-0.02873042,3,acc
4.29E+12,-0.074220255,0.110133275,-0.07182605,3,acc
4.29E+12,-0.050278235,0.062249243,-0.050278235,3,acc
4.29E+12,0.076614454,0.045489833,-0.033518825,3,acc
4.29E+12,0.01436521,0.08379706,0.004788403,3,acc
4.29E+12,0.023942016,0.047884032,-0.023942016,3,acc
4.29E+12,0.02633622,0.1340753,-0.05746084,3,acc
4.29E+12,0.033518825,0.19153613,-0.059855044,3,acc
4.29E+12,0.095768064,0.12928689,-0.06464344,3,acc
4.29E+12,0.093373865,0.1604115,-0.12449849,3,acc
4.29E+12,0.011971008,0.17956513,-0.093373865,3,acc
4.29E+12,0.107739076,0.10295067,-0.10295067,3,acc
4.29E+12,0.06464344,0.18674773,-0.10055647,3,acc
4.29E+12,0.045489833,0.1316811,-0.12210429,3,acc
4.29E+12,0.08619126,0.17238252,-0.08379706,3,acc
4.29E+12,0.023942016,0.18435353,-0.15083471,3,acc
4.29E+12,-0.004788403,0.17238252,-0.095768064,3,acc
4.29E+12,-0.011971008,0.16998832,-0.1340753,3,acc
4.29E+12,-0.045489833,0.1604115,-0.15083471,3,acc
4.29E+12,-0.019153614,0.20590134,-0.1364695,3,acc
4.29E+12,0.02633622,0.16280572,-0.1316811,3,acc
4.29E+12,0.07182605,0.12449849,-0.19393034,3,acc
4.29E+12,0.055066638,0.17477672,-0.074220255,3,acc
4.29E+12,0.033518825,0.1364695,-0.15083471,3,acc
4.29E+12,-0.04309563,0.110133275,-0.11731588,3,acc
4.29E+12,-0.06464344,0.047884032,-0.15083471,3,acc
4.29E+12,0.05267244,0.11731588,-0.14604631,3,acc
4.29E+12,0.12449849,0.05267244,-0.090979666,3,acc
4.29E+12,0.1316811,0.08140286,-0.12928689,3,acc
4.29E+12,0.12689269,0.079008654,-0.12210429,3,acc
4.29E+12,0.074220255,0.02873042,-0.093373865,3,acc
4.29E+12,-0.007182605,-0.002394202,-0.06943185,3,acc
4.29E+12,-0.02873042,0.076614454,-0.038307227,3,acc
4.29E+12,-0.007182605,0.079008654,-0.02633622,3,acc
4.29E+12,0.05746084,0.016759412,-0.023942016,3,acc
4.29E+12,0.1388637,0.04070143,-0.01436521,3,acc
