t,x,y,z,a,
1.61E+14,-2.2984335,2.6886885,-2.4516625,3,acc
1.61E+14,0.04309563,-0.004788403,-0.090979666,3,acc
1.61E+14,-0.088585466,0,-0.09816227,3,acc
1.61E+14,-0.095768064,-0.11492168,-0.06703765,3,acc
1.61E+14,0.021547815,-0.019153614,-0.12210429,3,acc
1.61E+14,0.031124622,0.05746084,-0.074220255,3,acc
1.61E+14,0.06464344,0.009576807,-0.1364695,3,acc
1.61E+14,0.01436521,0.10534488,-0.16759412,3,acc
1.61E+14,0.050278235,0.074220255,-0.20111294,3,acc
1.61E+14,0.07182605,0.04070143,-0.090979666,3,acc
1.61E+14,0.059855044,0.01436521,-0.17717093,3,acc
1.61E+14,0.074220255,0.023942016,-0.1340753,3,acc
1.61E+14,0.1316811,0,-0.12689269,3,acc
1.61E+14,0.06464344,0.021547815,-0.15322891,3,acc
1.61E+14,-0.023942016,-0.15562311,-0.031124622,3,acc
1.61E+14,-0.02873042,-0.08140286,-0.10534488,3,acc
1.61E+14,0.011971008,-0.059855044,-0.023942016,3,acc
1.61E+14,0.16998832,-0.06703765,0.009576807,3,acc
1.61E+14,0.18195933,0.033518825,-0.04070143,3,acc
1.61E+14,0.059855044,0.007182605,-0.011971008,3,acc
1.61E+14,0.009576807,-0.035913024,0.12210429,3,acc
1.61E+14,0.088585466,-0.07182605,0.11731588,3,acc
1.61E+14,0.01436521,-0.08140286,0.06464344,3,acc
1.61E+14,0.050278235,-0.110133275,0.06703765,3,acc
1.61E+14,0.033518825,0.02873042,0.07182605,3,acc
1.61E+14,0.08140286,0.004788403,0.047884032,3,acc
1.61E+14,0.08619126,0.038307227,0.02633622,3,acc
1.61E+14,0.08619126,0.009576807,-0.011971008,3,acc
1.61E+14,0.035913024,0.090979666,-0.033518825,3,acc
1.61E+14,0.01436521,0.11492168,-0.038307227,3,acc
1.61E+14,0.031124622,0.06464344,-0.06464344,3,acc
1.61E+14,0.06943185,0.05746084,-0.055066638,3,acc
1.61E+14,0.05746084,0.076614454,0,3,acc
1.61E+14,0.06464344,0.06943185,-0.031124622,3,acc
1.61E+14,-0.05746084,0.019153614,-0.02633622,3,acc
1.61E+14,-0.09816227,0.050278235,-0.038307227,3,acc
1.61E+14,-0.11731588,-0.10055647,0,3,acc
1.61E+14,0.06464344,-0.06464344,0.021547815,3,acc
1.61E+14,0.20829555,-0.031124622,-0.07182605,3,acc
1.61E+14,0.090979666,-0.079008654,0,3,acc
1.61E+14,0,-0.10295067,-0.019153614,3,acc
1.61E+14,0.019153614,-0.08379706,0.019153614,3,acc
1.61E+14,-0.06943185,-0.1316811,-0.031124622,3,acc
1.61E+14,-0.107739076,-0.12689269,-0.12210429,3,acc
1.61E+14,-0.09816227,-0.08140286,-0.1412579,3,acc
1.61E+14,-0.004788403,-0.15322891,-0.11971009,3,acc
1.61E+14,0.04309563,-0.074220255,-0.17956513,3,acc
1.61E+14,0.02873042,-0.04070143,-0.19871874,3,acc
1.61E+14,-0.019153614,0.033518825,-0.17717093,3,acc
1.61E+14,-0.062249243,0.050278235,-0.1316811,3,acc
1.61E+14,0.01436521,-0.02633622,-0.12689269,3,acc
1.61E+14,-0.07182605,-0.06943185,-0.110133275,3,acc
1.61E+14,-0.07182605,0.019153614,-0.08619126,3,acc
1.61E+14,-0.023942016,0.074220255,-0.045489833,3,acc
1.61E+14,-0.09816227,0.088585466,-0.093373865,3,acc
1.61E+14,-0.08140286,-0.08140286,0.04309563,3,acc
1.61E+14,-0.12928689,-0.055066638,-0.055066638,3,acc
1.61E+14,-0.093373865,-0.009576807,-0.031124622,3,acc
1.61E+14,0.110133275,0.12689269,-0.04309563,3,acc
1.61E+14,0.12449849,-0.007182605,-0.090979666,3,acc
1.61E+14,-0.045489833,0.009576807,-0.110133275,3,acc
1.61E+14,-0.047884032,-0.1316811,-0.090979666,3,acc
1.61E+14,0.019153614,-0.1436521,-0.095768064,3,acc
1.61E+14,-0.01436521,-0.23702596,-0.035913024,3,acc
1.61E+14,-0.12928689,-0.2825158,-0.02633622,3,acc
1.61E+14,-0.17717093,-0.22744916,-0.033518825,3,acc
1.61E+14,-0.18195933,-0.08619126,-0.074220255,3,acc
1.61E+14,-0.074220255,-0.035913024,-0.088585466,3,acc
1.61E+14,0,0.038307227,-0.10534488,3,acc
1.61E+14,-0.059855044,0.038307227,-0.08379706,3,acc
1.61E+14,-0.047884032,0,-0.04309563,3,acc
1.61E+14,-0.090979666,0.016759412,0,3,acc
