t,x,y,z,a,
4.02E+12,-0.011971008,-0.033518825,0.10295067,3,acc
4.02E+12,-8.714894,-4.7429137,-7.6351094,3,acc
4.02E+12,-0.055066638,0.12928689,-0.011971008,3,acc
4.02E+12,0.047884032,0.14844051,-0.062249243,3,acc
4.02E+12,0.107739076,0.1604115,-0.10534488,3,acc
4.02E+12,0.11252748,0.007182605,-0.11252748,3,acc
4.02E+12,0.11971009,0.16759412,-0.095768064,3,acc
4.02E+12,0.21547815,0.12210429,-0.15083471,3,acc
4.02E+12,0.320823,0.035913024,-0.107739076,3,acc
4.02E+12,0.5602432,0.20350714,-0.17477672,3,acc
4.02E+12,0.5602432,0.25139117,-0.1604115,3,acc
4.02E+12,0.61770403,0.1340753,-0.21547815,3,acc
4.02E+12,0.6967127,0.05746084,-0.29927522,3,acc
4.02E+12,0.6512229,-0.002394202,-0.20829555,3,acc
4.02E+12,0.60812724,0.05267244,-0.21787235,3,acc
4.02E+12,0.533907,0.011971008,-0.20829555,3,acc
4.02E+12,0.51475334,-0.24181437,-0.17717093,3,acc
4.02E+12,0.41180268,-0.48841715,-0.12928689,3,acc
4.02E+12,0.31603462,-0.5793968,-0.12449849,3,acc
4.02E+12,0.17956513,-0.63206923,-0.05746084,3,acc
4.02E+12,-0.004788403,-0.60812724,-0.02633622,3,acc
4.02E+12,-0.23702596,-0.7493851,0.02633622,3,acc
4.02E+12,-0.40462008,-0.63206923,0.08140286,3,acc
4.02E+12,-0.39504328,-0.51475334,0.04070143,3,acc
4.02E+12,-0.557849,-0.4141969,0.016759412,3,acc
4.02E+12,-0.59615624,-0.22744916,0.035913024,3,acc
4.02E+12,-0.5482722,-0.29927522,0.062249243,3,acc
4.02E+12,-0.46926352,-0.15801731,-0.05267244,3,acc
4.02E+12,-0.40222588,-0.20111294,-0.05267244,3,acc
4.02E+12,-0.30645782,-0.14844051,-0.06943185,3,acc
4.02E+12,-0.272939,-0.17238252,-0.06464344,3,acc
4.02E+12,-0.17956513,-0.34955344,-0.023942016,3,acc
4.02E+12,-0.11971009,-0.35913026,0.12928689,3,acc
4.02E+12,-0.11731588,-0.40701428,0.19871874,3,acc
4.02E+12,-0.10295067,-0.39504328,0.22026655,3,acc
4.02E+12,-0.009576807,-0.36391866,0.24420857,3,acc
4.02E+12,0.045489833,-0.31124622,0.33518824,3,acc
4.02E+12,0.1388637,-0.20350714,0.31603462,3,acc
4.02E+12,0.12210429,-0.12210429,0.24660277,3,acc
4.02E+12,0.12689269,0,0.20111294,3,acc
4.02E+12,0,0.090979666,0.12928689,3,acc
4.02E+12,0.06943185,0.272939,0.1340753,3,acc
4.02E+12,0.033518825,0.22026655,0.18674773,3,acc
4.02E+12,-0.011971008,0.22505496,0.23463176,3,acc
4.02E+12,-0.019153614,0.19871874,0.25617957,3,acc
4.02E+12,-0.20111294,0.23702596,0.2896984,3,acc
4.02E+12,-0.21308395,0.24420857,0.2896984,3,acc
4.02E+12,-0.19153613,0.30166942,0.22505496,3,acc
4.02E+12,-0.17956513,0.30406362,0.21068975,3,acc
4.02E+12,-0.33279404,0.34955344,0.10055647,3,acc
4.02E+12,-0.34476504,0.23223756,0.08379706,3,acc
4.02E+12,-0.46447513,0.23463176,-0.007182605,3,acc
4.02E+12,-0.39025488,0.25378537,-0.016759412,3,acc
4.02E+12,-0.35194764,0.16759412,-0.050278235,3,acc
4.02E+12,-0.2896984,0.23463176,-0.1316811,3,acc
4.02E+12,-0.25857377,0.25139117,-0.16280572,3,acc
4.02E+12,-0.21308395,0.18914193,-0.110133275,3,acc
4.02E+12,-0.14844051,0.18914193,-0.15083471,3,acc
4.02E+12,-0.16519992,0.20111294,-0.20111294,3,acc
4.02E+12,-0.1436521,0.21068975,-0.25617957,3,acc
4.02E+12,-0.14844051,0.20350714,-0.31364042,3,acc
4.02E+12,-0.24181437,0.17477672,-0.260968,3,acc
4.02E+12,-0.2801216,0.110133275,-0.23702596,3,acc
4.02E+12,-0.31364042,0.107739076,-0.1604115,3,acc
4.02E+12,-0.2753332,0.04070143,-0.038307227,3,acc
4.02E+12,-0.320823,0.02633622,-0.047884032,3,acc
4.02E+12,-0.29209262,0.019153614,0.031124622,3,acc
4.02E+12,-0.2777274,0,0,3,acc
4.02E+12,-0.21787235,0.033518825,0.045489833,3,acc
4.02E+12,-0.18435353,0.009576807,0.02873042,3,acc
4.02E+12,-0.08619126,0.1604115,-0.04309563,3,acc
4.02E+12,0.047884032,0.06703765,-0.009576807,3,acc
4.02E+12,0.045489833,0.088585466,0.011971008,3,acc
4.02E+12,0.22505496,-0.004788403,0.059855044,3,acc
4.02E+12,0.33758244,0.05267244,0.1316811,3,acc
4.02E+12,0.31364042,-0.093373865,0.1316811,3,acc
4.02E+12,0,-0.33518824,0.18914193,3,acc
4.02E+12,-0.5506664,-0.6607997,0.320823,3,acc
4.02E+12,-0.78769237,-0.62249243,0.3878607,3,acc
4.02E+12,-0.8762778,-0.44532153,0.320823,3,acc
4.02E+12,-1.0582372,-0.51235914,0.32321724,3,acc
4.02E+12,-1.2880806,-0.6799533,0.22744916,3,acc
4.02E+12,-1.5059528,-0.8643068,0.18195933,3,acc
4.02E+12,-1.5490485,-0.7685388,0.09816227,3,acc
4.02E+12,-1.2665327,-0.5506664,0.076614454,3,acc
4.02E+12,-0.7469909,-0.46686932,-0.06703765,3,acc
4.02E+12,-0.2657564,-0.5243302,-0.1364695,3,acc
4.02E+12,0.12928689,-0.6823475,-0.21787235,3,acc
4.02E+12,0.5506664,-0.770933,-0.20829555,3,acc
4.02E+12,0.842759,-0.6775591,-0.11731588,3,acc
4.02E+12,1.1755531,-0.48123455,-0.08379706,3,acc
4.02E+12,1.4820108,-0.4165911,-0.079008654,3,acc
4.02E+12,1.6783354,-0.35673606,-0.088585466,3,acc
4.02E+12,1.5658079,-0.272939,-0.021547815,3,acc
4.02E+12,1.316811,-0.04070143,-0.11731588,3,acc
4.02E+12,1.1875241,0.19393034,-0.17717093,3,acc
4.02E+12,0.94331545,0.45968673,-0.19871874,3,acc
4.02E+12,0.6799533,0.6512229,-0.16280572,3,acc
4.02E+12,0.34237084,0.78769237,-0.24899697,3,acc
4.02E+12,-0.04309563,0.94810385,-0.23942018,3,acc
4.02E+12,-0.40462008,1.0366893,-0.21547815,3,acc
4.02E+12,-0.7110779,1.0199299,-0.16519992,3,acc
4.02E+12,-0.9600749,1.0031705,-0.15562311,3,acc
4.02E+12,-1.043872,1.0055647,-0.11252748,3,acc
4.02E+12,-1.0295067,1.0582372,-0.22266077,3,acc
4.02E+12,-0.90979666,1.0319009,-0.25857377,3,acc
4.02E+12,-0.9648633,1.079785,-0.3184288,3,acc
4.02E+12,-0.78769237,0.9888053,-0.37588966,3,acc
4.02E+12,-0.6344634,0.8451532,-0.45250413,3,acc
4.02E+12,-0.521936,0.8475474,-0.33279404,3,acc
4.02E+12,-0.24660277,0.60573304,-0.21787235,3,acc
4.02E+12,-0.08140286,0.5722142,-0.1436521,3,acc
4.02E+12,-0.050278235,0.39743748,-0.06464344,3,acc
4.02E+12,0.055066638,0.39264908,0.076614454,3,acc
4.02E+12,0.107739076,0.36391866,0.19871874,3,acc
4.02E+12,0.19393034,0.4165911,0.18435353,3,acc
4.02E+12,0.107739076,0.30166942,0.1364695,3,acc
4.02E+12,0.11971009,0.38307226,0.16759412,3,acc
4.02E+12,0.14844051,0.5650316,0.2896984,3,acc
4.02E+12,0.23463176,0.6991069,0.30406362,3,acc
4.02E+12,0.19153613,0.842759,0.31124622,3,acc
4.02E+12,0.2896984,0.9504981,0.25139117,3,acc
4.02E+12,0.37110126,1.0247183,0.093373865,3,acc
4.02E+12,0.521936,1.1228806,0.01436521,3,acc
4.02E+12,0.6943185,1.1109096,-0.059855044,3,acc
4.02E+12,0.7254431,0.9696517,0.088585466,3,acc
4.02E+12,0.7469909,0.91697925,0.18435353,3,acc
4.02E+12,0.79726917,0.89543146,0.17238252,3,acc
4.02E+12,0.7565677,0.79248077,0.30406362,3,acc
4.02E+12,0.7493851,0.6727707,0.23223756,3,acc
4.02E+12,0.7469909,0.62967503,0.16280572,3,acc
4.02E+12,0.81642276,0.581791,0.074220255,3,acc
4.02E+12,0.8475474,0.5267244,-0.002394202,3,acc
4.02E+12,0.81402856,0.45010993,-0.045489833,3,acc
4.02E+12,0.8283938,0.047884032,0.033518825,3,acc
4.02E+12,0.7445967,-0.39264908,0.19393034,3,acc
4.02E+12,0.770933,-0.92176765,0.37349546,3,acc
4.02E+12,0.6967127,-1.0127473,0.533907,3,acc
4.02E+12,0.6847417,-0.4357447,0.37828386,3,acc
4.02E+12,0.46447513,0.047884032,0.08619126,3,acc
4.02E+12,0.320823,0.16280572,-0.20350714,3,acc
4.02E+12,0.4213795,-0.24420857,-0.24420857,3,acc
4.02E+12,0.58418524,-0.6751649,-0.28491,3,acc
4.02E+12,0.770933,-0.60573304,-0.21547815,3,acc
4.02E+12,0.7517793,0.04309563,-0.4357447,3,acc
4.02E+12,0.6560113,-0.533907,-0.545878,3,acc
4.02E+12,0.20350714,-1.271321,-0.35673606,3,acc
4.02E+12,0.1436521,-1.4580688,-0.019153614,3,acc
4.02E+12,0.08619126,-1.2617443,0.08379706,3,acc
4.02E+12,0.15562311,-1.3239936,0.023942016,3,acc
